City,name,address,latitude,longitude,category,closed,avg_rating,num_of_reviews
MELBOURNE,Starbucks,"Starbucks, 1425 W New Haven Ave, Melbourne, FL 32904",28.078125,-80.625,Coffee shopBreakfast restaurantCafeCoffee storeEspresso barInternet cafe,0,4,8
BRADENTON,Taqueria Morales,"Taqueria Morales, 15th St E, 56th Ave Dr E, Bradenton, FL 34203",27.4375,-82.5625,Restaurant,0,3,3
LUTZ,Starbucks,"Starbucks, 18661 FL-54, Lutz, FL 33558",28.1875,-82.5,Coffee shopBreakfast restaurantCafeCoffee storeEspresso barInternet cafe,0,4,8
BOCA RATON,Sunset Sushi,"Sunset Sushi, 2433 N Federal Hwy, Boca Raton, FL 33431",26.375,-80.0625,Sushi restaurantSushi takeaway,0,4,27
JACKSONVILLE,Fit Meals Prep,"Fit Meals Prep, 10916 Atlantic Blvd #22, Jacksonville, FL 32225",30.328125,-81.5,Delivery Restaurant,0,4,144
FORT LAUDERDALE,Goji Juicery and Kitchen,"Goji Juicery and Kitchen, 706 S Federal Hwy, Fort Lauderdale, FL 33316",26.109375,-80.125,Restaurant,0,4,78
FORT MYERS,Señor Taco,"Señor Taco, 11150 S Cleveland Ave, Fort Myers, FL 33907",26.578125,-81.875,Taco restaurantMexican restaurant,0,4,28
STUART,Subway,"Subway, 1805 SW Kanner Hwy, Stuart, FL 34997",27.09375,-80.25,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,44
WEST PALM BEACH,bp,"bp, 2269 S Military Trail, West Palm Beach, FL 33415",26.640625,-80.125,Gas stationATMConvenience storeRestaurant,0,2,8
KISSIMMEE,Dunkin',"Dunkin', 2705 Simpson Rd Unit 119, Kissimmee, FL 34744",28.328125,-81.3125,Coffee shopBagel shopBakeryBreakfast restaurantDonut shopFast food restaurantTakeout Restaurant,0,3,88
DEERFIELD BEACH,Tropical Smoothie Cafe,"Tropical Smoothie Cafe, 1252 W Hillsboro Blvd, Deerfield Beach, FL 33442",26.3125,-80.125,RestaurantJuice shop,0,4,38
KEYSTONE HEIGHTS,Taco Bell,"Taco Bell, 810 green way, Keystone Heights, FL 32656",29.78125,-82.0,Fast food restaurantBreakfast restaurantBurrito restaurantLunch restaurantTakeout RestaurantMexican restaurantRestaurantTaco restaurantTex-Mex restaurantVegetarian restaurant,0,3,28
TALLAHASSEE,Nekter Juice Bar,"Nekter Juice Bar, 1801 W Tennessee St, Tallahassee, FL 32304",30.453125,-84.3125,Juice shopBreakfast restaurantCafeHealth food restaurantRestaurant,0,3,17
LARGO,China Garden Restaurant,"China Garden Restaurant, 2154 E Bay Dr, Largo, FL 33771",27.921875,-82.75,Chinese restaurantAsian restaurantChinese takeawayDelivery service,0,4,54
MIAMI,Planet Smoothie,"Planet Smoothie, 9709 NW 41st St, Doral, FL 33178",25.8125,-80.375,Juice shopHealth food restaurant,0,4,78
WEST PALM BEACH,Pizza Hut Express,"Pizza Hut Express, 1760 Palm Beach Lakes Blvd, West Palm Beach, FL 33401",26.71875,-80.0625,Pizza restaurantTakeout Restaurant,0,3,34
OVIEDO,Hungry Howie's Pizza & Subs,"Hungry Howie's Pizza & Subs, 865 W Mitchell Hammock Rd, Oviedo, FL 32765",28.65625,-81.25,Pizza restaurant,0,4,18
FORT MYERS,Seafood Market,"Seafood Market, 16450 San Carlos Blvd #5, Fort Myers, FL 33908",26.5,-81.9375,Seafood marketFresh food marketSeafood restaurant,0,4,18
ORLANDO,Pokeworks,"Pokeworks, 20 N Orange Ave, Orlando, FL 32801",28.546875,-81.375,Sushi restaurantRestaurantSeafood restaurant,0,4,38
TAMPA,The Brass Tap,"The Brass Tap, 203 N Dale Mabry Hwy, Tampa, FL 33609",27.953125,-82.5,BarRestaurant,0,4,65
PENSACOLA,Jersey Mike's Subs,"Jersey Mike's Subs, 1670 E 9 Mile Rd Suite B, Pensacola, FL 32514",30.53125,-87.25,Sandwich shopCatererDeliFast food restaurantTakeout Restaurant,0,4,46
WINTER PARK,"MOOYAH Burgers, Fries & Shakes","MOOYAH Burgers, Fries & Shakes, 1040 N Orlando Ave Suite 102, Winter Park, FL 32789",28.609375,-81.375,Hamburger restaurant,0,4,93
PALM HARBOR,Little Italy Pizza,"Little Italy Pizza, 31808 US Hwy 19 N, Palm Harbor, FL 34684",28.0625,-82.75,Pizza restaurantItalian restaurantDelivery RestaurantTakeout RestaurantSandwich shop,0,4,8
FORT LAUDERDALE,Restaurant Warehouse,"Restaurant Warehouse, 3555 N Andrews Ave, Oakland Park, FL 33309",26.171875,-80.125,Restaurant supply store,0,4,14
HOLLYWOOD,Pretzelmaker,"Pretzelmaker, 11401 Pines Blvd #614, Pembroke Pines, FL 33026",26.015625,-80.3125,Fast food restaurant,0,3,8
BELLE GLADE,Pizza Express,"Pizza Express, 5 SW Ave D, Belle Glade, FL 33430",26.6875,-80.6875,Pizza restaurant,0,4,8
SANFORD,Cold Stone Creamery,"Cold Stone Creamery, 9000 E Airport Blvd, Sanford, FL 32773",28.78125,-81.25,Ice cream shopCake shopDessert restaurantFrozen yogurt shop,0,4,8
SANFORD,Maki of Japan,"Maki of Japan, 238 Towne Center Cir, Sanford, FL 32771",28.796875,-81.3125,Japanese restaurantRestaurant,0,3,18
WINTER SPRINGS,China Garden,"China Garden, 1172 Tree Swallow Dr, Winter Springs, FL 32708",28.703125,-81.25,RestaurantChinese restaurant,0,4,78
MIAMI,Rinconcito Paisa,"Rinconcito Paisa, 7221 SW 152nd Ave, Miami, FL 33193",25.703125,-80.4375,Restaurant,0,4,34
WEST PALM BEACH,Costco Food Court,"Costco Food Court, 3250 Northlake Blvd, Palm Beach Gardens, FL 33403",26.8125,-80.0625,Food courtTakeout Restaurant,0,4,27
EGLIN AFB,Burger King,"Burger King, Memorial Trail, Eglin AFB, FL 32542",30.46875,-86.5,Fast food restaurant,0,3,4
WEIRSDALE,Subway,"Subway, 13823 SE Hwy 42, Weirsdale, FL 32195",28.984375,-81.9375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,28
ORLANDO,Chiqui Burger,"Chiqui Burger, 9785 S Orange Blossom Trl, Orlando, FL 32837",28.421875,-81.375,Fast food restaurant,0,4,46
FORT LAUDERDALE,The Wing Experience,"The Wing Experience, 6500 N Federal Hwy, Fort Lauderdale, FL 33306",26.203125,-80.125,Chicken wings restaurant,0,2,8
RIVERVIEW,Wawa,"Wawa, 13323 Boyette Rd, Riverview, FL 33569",27.859375,-82.25,Convenience storeBreakfast restaurantCafeCandy storeCheesesteak restaurantCoffee shopFast food restaurantGas stationHoagie restaurantSandwich shop,0,3,28
BRANDON,China Express,"China Express, 919 Lithia Pinecrest Rd, Brandon, FL 33511",27.921875,-82.25,Restaurant,0,4,18
THONOTOSASSA,Taqueria Lopez,"Taqueria Lopez, 11606 Williams Rd, Thonotosassa, FL 33592",28.046875,-82.3125,Mexican restaurant,0,4,8
ROSEMARY BEACH,The Citizen,"The Citizen, 20 Mark Twain Ln, Alys Beach, FL 32461",30.28125,-86.0,Restaurant,0,4,58
KEY BISCAYNE,Stefano Versace Gelato,"Stefano Versace Gelato, 260 Crandon Blvd, unit #C13, Key Biscayne, FL 33149",25.703125,-80.1875,Ice cream shopBakeryCafeteriaCoffee shopDessert shopJuice shopSundae restaurant,0,4,15
TAMPA,Beltram Foodservice Group,"Beltram Foodservice Group, 6800 N Florida Ave, Tampa, FL 33604",28.015625,-82.4375,Restaurant supply storeKitchen supply store,0,4,38
OVIEDO,Asian Express,"Asian Express, 1000 Oviedo Marketplace Blvd, Oviedo, FL 32765",28.65625,-81.25,Asian restaurant,0,4,36
MIAMI,sweetgreen,"sweetgreen, 2621 NW 2nd Ave, Miami, FL 33127",25.796875,-80.1875,Health food restaurantDelivery serviceTakeout RestaurantRestaurantSalad shopVegan restaurantVegetarian restaurant,0,3,8
BOCA RATON,Pizza District,"Pizza District, 6919 SW 18th St # 101, Boca Raton, FL 33433",26.328125,-80.125,Restaurant,0,4,4
DELAND,Subway,"Subway, 2095 E State Rd 44, DeLand, FL 32724",29.03125,-81.25,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,33
SPRING HILL,Shell,"Shell, 14313 Spring Hill Dr, Spring Hill, FL 34609",28.46875,-82.5,Gas stationATMCar washConvenience storeRestaurant,0,3,8
NAPLES,Subway,"Subway, 4830 Davis Blvd, Naples, FL 34104",26.140625,-81.75,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,38
OLDSMAR,It's Just Wings,"It's Just Wings, 3701 Tampa Rd, Oldsmar, FL 34677",28.046875,-82.6875,Chicken wings restaurantChicken restaurantRestaurant,0,3,4
BOCA RATON,Costco Food Court,"Costco Food Court, 17800 Congress Ave, Boca Raton, FL 33487",26.40625,-80.125,Food courtTakeout Restaurant,0,4,36
ORLANDO,Carvel Express,"Carvel Express, One E Airport Blvd, Orlando, FL 32827",28.421875,-81.3125,Ice cream shopBakeryDessert restaurantDessert shop,0,2,17
HOLLYWOOD,Tropical Twist,"Tropical Twist, 9614 Pines Blvd, Pembroke Pines, FL 33024",26.0,-80.25,RestaurantBakeryCafe,0,4,52
POMPANO BEACH,Wendy's,"Wendy's, 65 S Pompano Pkwy, Pompano Beach, FL 33069",26.234375,-80.1875,Fast food restaurantHamburger restaurantRestaurant,0,2,25
TAMPA,Mama DeLuca's Pizza,"Mama DeLuca's Pizza, 2502 N Dale Mabry Hwy, Tampa, FL 33607",27.96875,-82.5,Pizza restaurantRestaurant,0,3,8
MIAMI BEACH,The Bistro – Eat. Drink. Connect.®,"The Bistro – Eat. Drink. Connect.®, 1530 Washington Ave, Miami Beach, FL 33139",25.78125,-80.125,BistroAmerican restaurant,0,5,1
BELLE GLADE,Mi Tierra Restaurant,"Mi Tierra Restaurant, 1628 Airport Rd, Belle Glade, FL 33430",26.703125,-80.625,Restaurant,0,4,28
FORT LAUDERDALE,Subway,"Subway, 4759 N Ocean Blvd, Sea Ranch Lakes, FL 33308",26.203125,-80.125,Sandwich shopFast food restaurantTakeout RestaurantRestaurant,0,3,18
CRYSTAL RIVER,bp,"bp, 662 NE US Hwy 19, Crystal River, FL 34429",28.90625,-82.5625,Gas stationATMConvenience storeRestaurant,0,3,16
LAKE MARY,Winn-Dixie,"Winn-Dixie, 211 Wheelhouse Ln, Lake Mary, FL 32746",28.75,-81.3125,Grocery storeATMBakeryDeliFloristSupermarket,0,3,18
KEY LARGO,Palm Court,"Palm Court, 201 Ocean Reef Dr, Key Largo, FL 33037",25.3125,-80.25,American restaurant,0,4,8
ORLANDO,Beech,"Beech, 14100 Bonnet Creek Resort Ln, Orlando, FL 32821",28.359375,-81.5625,Bar & grillAmerican restaurantRestaurant,0,4,58
NAPLES,Domino's Pizza,"Domino's Pizza, 5963 Pine Ridge Rd, Naples, FL 34119",26.21875,-81.75,Pizza deliveryDelivery RestaurantTakeout RestaurantPizza restaurantPizza Takeout,0,4,18
TALLAHASSEE,Subway,"Subway, 104 N. Woodward Avenue Florida State Bookstore, Tallahassee, FL 32306",30.4375,-84.3125,Sandwich shopFast food restaurantTakeout RestaurantRestaurant,0,3,18
ORLANDO,Subway,"Subway, Magic Kingdom, 1390 N Magic Kingdom Dr Mouseketeria, Lake Buena Vista, FL 32830",28.421875,-81.5625,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,2,7
HIALEAH,Farm Stores,"Farm Stores, 605 W 29th St, Hialeah, FL 33012",25.84375,-80.3125,Grocery storeBakeryCafeStoreSupermarket,0,4,58
PALM COAST,Checkers,"Checkers, 16 Old Kings Rd N, Palm Coast, FL 32137",29.5625,-81.1875,Fast food restaurantAmerican restaurantChicken restaurantHamburger restaurantSandwich shop,0,3,38
KISSIMMEE,Chipotle Mexican Grill,"Chipotle Mexican Grill, 4450 Pleasant Hill Rd, Kissimmee, FL 34746",28.15625,-81.4375,Mexican restaurant,0,2,86
MIAMI,Taco Rico,"Taco Rico, 426 SW 8th St #8, Miami, FL 33130",25.765625,-80.1875,Mexican restaurant,0,3,18
TALLAHASSEE,Subway,"Subway, Florida State University, Tallahassee, FL 32304",30.4375,-84.3125,Restaurant,0,4,14
ORLANDO,Le Grand Comptoir,"Le Grand Comptoir, Gates 20-29, Airside, US-1, Orlando, FL 32822",28.4375,-81.3125,Restaurant,0,2,18
MIAMI,Subway,"Subway, 11865 SW 26th St Unit J8, Miami, FL 33175",25.75,-80.375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,38
PENSACOLA,Popeyes Louisiana Kitchen,"Popeyes Louisiana Kitchen, 2850 W 9 Mile Rd, Pensacola, FL 32534",30.53125,-87.3125,Chicken restaurantCajun restaurantFast food restaurantRestaurantSeafood restaurant,0,3,38
ORLANDO,The Burger Experience,"The Burger Experience, Located in Smokey Bones, 303 N Alafaya Trail, Orlando, FL 32828",28.546875,-81.1875,Hamburger restaurant,0,3,4
ORLANDO,The Wing Experience,"The Wing Experience, Located in Smokey Bones, 303 N Alafaya Trail, Orlando, FL 32828",28.546875,-81.1875,Chicken wings restaurant,0,4,8
WEST PALM BEACH,The Great Greek Mediterranean Grill,"The Great Greek Mediterranean Grill, 7038 Okeechobee Blvd, West Palm Beach, FL 33411",26.703125,-80.1875,Mediterranean restaurantGreek restaurant,0,4,48
LARGO,China Gate,"China Gate, 12919 Walsingham Rd, Largo, FL 33774",27.875,-82.8125,Restaurant,0,4,8
PORT SAINT LUCIE,Blaze Pizza,"Blaze Pizza, 11175 SW Village Pkwy, Port St. Lucie, FL 34987",27.265625,-80.4375,Pizza restaurantFamily restaurantPizza Takeout,0,4,44
HOLLYWOOD,The Bistro – Eat. Drink. Connect.®,"The Bistro – Eat. Drink. Connect.®, 14500 SW 29th St, Miramar, FL 33027",25.984375,-80.3125,American restaurantBistro,0,3,4
JACKSONVILLE,Tasty Pot,"Tasty Pot, 9802 Baymeadows Rd, Jacksonville, FL 32256",30.21875,-81.5625,Hot pot restaurant,0,4,78
PALATKA,Shell,"Shell, 643 N, US-17, Palatka, FL 32177",29.71875,-81.6875,Gas stationATMConvenience storeRestaurant,0,4,7
OVIEDO,Tropical Smoothie Cafe,"Tropical Smoothie Cafe, 45 W Mitchell Hammock Rd #1351, Oviedo, FL 32765",28.65625,-81.1875,RestaurantJuice shop,0,4,26
BOYNTON BEACH,Asian Chao,"Asian Chao, 801 N Congress Ave, Boynton Beach, FL 33426",26.53125,-80.125,Chinese restaurant,0,3,14
SANFORD,Shell,"Shell, 4140 E 25th St E, FL-46, Sanford, FL 32771",28.78125,-81.1875,Gas stationATMConvenience storeRestaurant,0,2,4
TAMPA,Domino's Pizza,"Domino's Pizza, 1702 N 50th St, Tampa, FL 33619",27.953125,-82.375,Restaurant,0,2,45
BELLE GLADE,Town Star,"Town Star, 940 S Main St, Belle Glade, FL 33430",26.671875,-80.6875,Fast food restaurant,0,4,1
DAVENPORT,Olive Garden Italian Restaurant,"Olive Garden Italian Restaurant, 8065 Osceola Polk Line Rd, Davenport, FL 33896",28.265625,-81.625,Italian restaurantCatererFamily restaurantGluten-free restaurantTakeout RestaurantMediterranean restaurantSeafood restaurantSoup restaurantWine bar,0,4,76
MARCO ISLAND,Tropical Smoothie Cafe,"Tropical Smoothie Cafe, 1093 N Collier Blvd, Marco Island, FL 34145",25.953125,-81.75,RestaurantJuice shop,0,4,28
SEMINOLE,China Garden,"Florida, Seminole, Park Blvd N, China Garden邮政编码: 33772",27.84375,-82.8125,Rice restaurant,0,4,24
NEWBERRY,Local Provisions,"Local Provisions, 13005 SW 1 Rd #129, Newberry, FL 32669",29.65625,-82.5,Restaurant,0,4,34
MIAMI,Domino's Pizza,"Domino's Pizza, 5769 NW 7th St Ste 22, Miami, FL 33126",25.78125,-80.3125,Pizza deliveryDelivery RestaurantTakeout RestaurantPizza restaurantPizza Takeout,0,2,27
PALM COAST,Red Crab - Juicy Seafood,"Red Crab - Juicy Seafood, 60 Garden St S, Palm Coast, FL 32137",29.546875,-81.25,Seafood restaurant,0,4,28
JACKSONVILLE,Subway,"Subway, 14670 Duval Rd, Jacksonville, FL 32218",30.484375,-81.625,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,48
JACKSONVILLE,Shell,"Shell, 9143 Baymeadows Rd, Jacksonville, FL 32256",30.21875,-81.5625,Gas stationATMCar washConvenience storeRestaurant,0,3,28
MIAMI,Taco Bell,"Taco Bell, International Airport, Miami, FL 33126",25.796875,-80.25,Restaurant,0,3,16
ALTAMONTE SPRINGS,La Villa Bakery,"La Villa Bakery, 945 FL-436, Altamonte Springs, FL 32714",28.671875,-81.4375,BakeryColombian restaurantLatin American restaurantRestaurant,0,4,17
SAINT PETERSBURG,Token Ramen & Kung Fu Tea,"Token Ramen & Kung Fu Tea, 5085 34th St S, St. Petersburg, FL 33711",27.71875,-82.6875,Restaurant,0,3,58
TAMPA,The Morrison,"The Morrison, 936 S Howard Ave, Tampa, FL 33606",27.9375,-82.5,Apartment buildingCoffee shopPilates studioRestaurant,0,4,26
NAPLES,Pretzel Twister,"Pretzel Twister, 1992 9th St N, Naples, FL 34102",26.171875,-81.8125,Bakery,0,4,18
TALLAHASSEE,New China Restaurant,"New China Restaurant, 1000 W Tharpe St, Tallahassee, FL 32303",30.46875,-84.3125,Chinese restaurant,0,4,38
SAINT PETERSBURG,Shell,"Shell, 1080 Pasadena Ave S, South Pasadena, FL 33707",27.765625,-82.75,Gas stationATMCar washConvenience storeRestaurant,0,3,26
CLEWISTON,Subway,"Subway, 1005 W Sugarland Hwy, Clewiston, FL 33440",26.75,-80.9375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,16
TALLAHASSEE,Subway,"Subway, 4021 Lagniappe Way, Tallahassee, FL 32301",30.453125,-84.1875,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,38
FORT WALTON BEACH,Crab Island Café,"Crab Island Café, 573 Santa Rosa Blvd, Fort Walton Beach, FL 32548",30.390625,-86.625,CafeRestaurant,0,3,28
THE VILLAGES,Circle K,"Circle K, 3430 Wedgewood Ln, Lady Lake, FL 32162",28.921875,-82.0,Gas stationATMCar washConvenience storeRestaurant,0,4,8
FORT MYERS,Blend,"Blend, 14441 Woodsong Ln, Fort Myers, FL 33908",26.5,-82.0,American restaurant,0,4,5
LAKE WALES,Taco Bell,"Taco Bell, 813 Eagle Ridge Dr, Lake Wales, FL 33859",27.953125,-81.625,Tex-Mex restaurantBreakfast restaurantBurrito restaurantFast food restaurantLunch restaurantTakeout RestaurantMexican restaurantRestaurantTaco restaurantVegetarian restaurant,0,2,8
YULEE,Chipotle Mexican Grill,"Chipotle Mexican Grill, 463913 E State Rd 200, Yulee, FL 32097",30.625,-81.5625,Mexican restaurant,0,3,18
HOLLYWOOD,The Cave,"The Cave, 5650 Stirling Rd #28, Hollywood, FL 33021",26.046875,-80.1875,RestaurantBar,0,4,48
MIAMI,Tacos,"Tacos, 14695 SW 216th St, Miami, FL 33170",25.5625,-80.4375,Taco restaurant,0,4,7
MIAMI,The Café at Books & Books,"The Café at Books & Books, 265 Aragon Ave #5008, Coral Gables, FL 33134",25.75,-80.25,CafeCoffee shopLive music barLunch restaurantWine bar,0,4,68
SUMMERFIELD,Bimbo Bakeries USA,"Bimbo Bakeries USA, 15081 US-441, Summerfield, FL 34491",29.0,-82.0,Wholesale bakeryBakery,0,4,56
DOVER,Hungry Howie's Pizza,"Hungry Howie's Pizza, 4506 McIntosh Rd, Dover, FL 33527",28.015625,-82.25,Pizza restaurant,0,4,24
TAMPA,Punta Cana Restaurant,"Punta Cana Restaurant, 105 US-301 Suite 126 b, Tampa, FL 33619",27.953125,-82.375,Restaurant,0,3,8
FORT LAUDERDALE,Subway,"Subway, 12555 W Sunrise Blvd, Sunrise, FL 33323",26.140625,-80.3125,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,76
PORT SAINT LUCIE,Wawa,"Wawa, 260 Prima Vista Blvd, Port St. Lucie, FL 34983",27.3125,-80.3125,Convenience storeBreakfast restaurantCafeCandy storeCheesesteak restaurantCoffee shopFast food restaurantGas stationHoagie restaurantSandwich shop,0,3,67
RIVERVIEW,Thorntons,"Thorntons, 9979 Progress Blvd, Riverview, FL 33578",27.890625,-82.3125,Convenience storeATMBreakfast restaurantCoffee shopDonut shopGas stationLiquor storeLottery retailerSandwich shopSoft drinks shop,0,2,8
NAPLES,Bites,"Bites, 280 Vanderbilt Beach Rd, Naples, FL 34108",26.25,-81.8125,American restaurantLoungeRestaurantTapas barTapas restaurant,0,4,18
JUPITER,3Natives,"3Natives, 6671 W Indiantown Rd #51, Jupiter, FL 33458",26.9375,-80.125,Health food restaurantCafeJuice shopSandwich shop,0,4,74
WILDWOOD,Subway,"Subway, 10571 US-301, Wildwood, FL 34785",28.90625,-82.0625,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,28
ORLANDO,Veg'n Out,"Veg'n Out, 6982 Lake Nona Blvd #104, Orlando, FL 32827",28.375,-81.25,RestaurantJuice shopSalad shopSoup shopVegan restaurant,0,4,38
JACKSONVILLE,Subway,"Subway, 3000 Moncrief Rd Unit 1, Jacksonville, FL 32209",30.359375,-81.6875,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,38
FORT MYERS,Wendy's,"Wendy's, 7977 Dani Dr Suite 100, Fort Myers, FL 33966",26.609375,-81.8125,Fast food restaurantBreakfast restaurant,0,2,47
MIAMI,Juicy Burgers,"Juicy Burgers, 9135 SW 162nd Ave #104, Miami, FL 33196",25.6875,-80.4375,Restaurant,0,4,36
ELLENTON,King's Wok,"King's Wok, 6210 US-301, Ellenton, FL 34222",27.53125,-82.5,Restaurant,0,3,8
BRADENTON,The Barnyard,"The Barnyard, 5108 15th St E, Bradenton, FL 34203",27.453125,-82.5625,Restaurant,0,4,108
TAMPA,Panera Bread,"Panera Bread, 4103 USF Cedar Cir, Tampa, FL 33620",28.0625,-82.4375,CafeBakeryBreakfast restaurantCoffee shopTakeout RestaurantSalad shopSandwich shopSoup restaurant,0,3,8
FORT LAUDERDALE,Carvel,"Carvel, 11392 W State Rd 84, Davie, FL 33325",26.109375,-80.3125,Ice cream shopBakeryCake shopDessert restaurantDessert shop,0,4,18
WILLISTON,Popeyes Louisiana Kitchen,"Popeyes Louisiana Kitchen, 427 W Noble Ave, Williston, FL 32696",29.390625,-82.4375,Chicken restaurantCajun restaurantFast food restaurantRestaurantSeafood restaurant,0,2,98
MIAMI,Smoothie King,"Smoothie King, 7890 NW 25th St, Doral, FL 33122",25.796875,-80.3125,Juice shopFast food restaurantHealth food restaurantDelivery RestaurantTakeout RestaurantVitamin & supplements store,0,4,48
MELBOURNE,Chick-fil-A,"Chick-fil-A, 3865 N Wickham Rd Building 16, Melbourne, FL 32935",28.171875,-80.6875,Fast food restaurantBreakfast restaurantCatererChicken restaurantDelivery serviceFamily restaurant,0,4,38
PORT CHARLOTTE,Subway,"Subway, 13435 S McCall Rd Bay A-5, Port Charlotte, FL 33981",26.9375,-82.25,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,18
BOCA RATON,BurgerFi,"BurgerFi, 9674 Glades Rd, Boca Raton, FL 33434",26.375,-80.1875,Hamburger restaurantAmerican restaurantBarHot dog restaurantIce cream shopRestaurant,0,3,88
OKEECHOBEE,Dunkin',"Dunkin', 3051 State Road 60 - Pilot In Pilot Travel Center, Yeehaw Junction, FL 34972",27.703125,-80.875,Coffee shopBagel shopBakeryBreakfast restaurantDonut shopFast food restaurantTakeout Restaurant,0,3,3
TAVARES,Shell,"Shell, 2101 FL-19, FL-19, Tavares, FL 32778",28.78125,-81.75,Gas stationATMConvenience storeRestaurant,0,3,2
HIGH SPRINGS,Family Discount Food Store,"Family Discount Food Store, 18288 High Springs Main St, High Springs, FL 32643",29.828125,-82.625,Convenience storeBait shopBeer storePizza restaurantPizza TakeoutSnack barTack shopVaporizer store,0,4,34
ORLANDO,Sbarro,"Sbarro, 9333 Airport Blvd, Orlando, FL 32827",28.4375,-81.3125,Pizza restaurantCatererFast food restaurantItalian restaurantPasta shopPizza deliveryPizza Takeout,0,2,25
PUNTA GORDA,Beef 'O' Brady's,"Beef 'O' Brady's, 24901 Sandhill Blvd, Punta Gorda, FL 33983",27.015625,-82.0625,Family restaurantRestaurant,0,4,58
BOCA RATON,Stoner's Pizza Joint,"Stoner's Pizza Joint, 146 NW 20th St, Boca Raton, FL 33431",26.375,-80.0625,Restaurant,0,4,48
WINTER HAVEN,Subway,"Subway, 7450 Cypress Gardens Blvd, Winter Haven, FL 33884",27.984375,-81.625,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,35
MIAMI,Pollos & Jarras,"Pollos & Jarras, 19565 Biscayne Blvd #956, Aventura, FL 33180",25.953125,-80.125,Restaurant,0,4,198
ORLANDO,Domino's Pizza,"Domino's Pizza, 13458 Landstar Blvd Unit 104, Orlando, FL 32824",28.375,-81.375,Pizza deliveryDelivery RestaurantTakeout RestaurantPizza restaurantPizza Takeout,0,3,93
PENSACOLA,Subway,"Subway, Food Court, 8383 N Davis Hwy, Pensacola, FL 32505",30.515625,-87.1875,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,18
MIAMI,Smoothie King,"Smoothie King, 14200 SW 8th St Unit 102, Miami, FL 33184",25.765625,-80.4375,Juice shopFast food restaurantHealth food restaurantDelivery RestaurantTakeout RestaurantVitamin & supplements store,0,4,38
ORLANDO,Panda Express,"Panda Express, 11871 University Blvd #100, Orlando, FL 32817",28.59375,-81.1875,RestaurantChinese restaurant,0,3,58
FORT LAUDERDALE,Subway,"Subway, 15701 Sheridan St Suite D6-B, Davie, FL 33331",26.03125,-80.375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,57
MIAMI,Karla Cuban Bakery,"Karla Cuban Bakery, 8754 SW 40th St, Miami, FL 33165",25.734375,-80.3125,BakeryCoffee shopSandwich shop,0,4,113
MELBOURNE,Chipotle Mexican Grill,"Chipotle Mexican Grill, 125 Palm Bay Rd NE, West Melbourne, FL 32904",28.03125,-80.6875,Mexican restaurantFast food restaurant,0,1,38
BRADENTON,Winn-Dixie,"Winn-Dixie, 11525 E State Rd 70, Bradenton, FL 34202",27.4375,-82.4375,Grocery storeATMBakeryDeliFloristSupermarket,0,4,18
MIAMI,La Casa del Sabor,"La Casa del Sabor, 5301 NW 7th St, Miami, FL 33126",25.78125,-80.3125,Cuban restaurant,0,4,27
ORANGE PARK,Ming Moon Chinese Restaurant,"Ming Moon Chinese Restaurant, 2151 Loch Rane Blvd, Orange Park, FL 32073",30.171875,-81.75,Cajun restaurantAsian restaurantRestaurant,0,3,44
JACKSONVILLE,Auntie Anne's,"Auntie Anne's, 10300 Southside Blvd Space 1224, Jacksonville, FL 32256",30.1875,-81.5625,Pretzel storeBakeryCafeRestaurant,0,3,28
CLEARWATER BEACH,Dunkin' Donuts,"Dunkin' Donuts, 395 Mandalay Ave, Clearwater, FL 33767",27.984375,-82.8125,Restaurant,0,3,8
DAVENPORT,LongHorn Steakhouse,"LongHorn Steakhouse, 8095 Osceola Polk Line Rd, Davenport, FL 33896",28.265625,-81.625,Steak houseBar & grillBarbecue restaurantFamily restaurantTakeout RestaurantTraditional American restaurant,0,4,158
MIAMI,Taco Rico,"Taco Rico, 646 SW 109th Ave, Miami, FL 33174",25.765625,-80.375,Mexican restaurant,0,1,6
BOCA RATON,Papa John's Pizza,"Papa John's Pizza, 8232 Glades Rd, Boca Raton, FL 33434",26.375,-80.1875,Pizza restaurant,0,3,98
