name,address,gmap_id,description,latitude,longitude,category,avg_rating,num_of_reviews,price,hours,MISC,relative_results,url,restaurant,bakery,dessert,pastry,closed,street,zip,open,close,City,County Name,avg_rating_right,num_of_reviews_right
Juanita's Restaurant,"Juanita's Restaurant, 1898 Drew St, Clearwater, FL 33765",0x88c2f04ad7a7a8cf:0xaed93438350c672,"Puerto Rican restaurant, open Tuesday to Saturday, serving traditional pork, beef & seafood meals.",27.96875,-82.75,Restaurant,3.0,8,,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2f04ad7a7a8cf:0xaed93438350c672?authuser=-1&hl=en&gl=us,1,0,0,0,1,1898 Drew St FL USA,33765,,,CLEARWATER,PINELLAS,,
Subway,"Subway, 378 E Base St Suite 105, Madison, FL 32340",0x88ee90bb3048baa3:0x45367a81e5a85dc4,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",30.46875,-83.4375,"Sandwich shop,Caterer,Fast food restaurant,Takeout Restaurant,Restaurant",4.0,127,$,1.0,1.0,"0x88ee90bb1022b9f1:0xfa296009ad3e686f,0x88ee90bb49b2e10d:0x3b72d555096f871c,0x88ee9997fa6dd00b:0x579eb14bc613087,0x88ee90bb3048baa3:0xa08d1ed845d4d505,0x88ee965d96e7755d:0xf5e585bff8c9c952",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88ee90bb3048baa3:0x45367a81e5a85dc4?authuser=-1&hl=en&gl=us,1,0,0,0,0,378 E Base St Suite 105 FL USA,32340,,9:30PM,MADISON,MADISON,3.95,47262
Winn-Dixie Wine & Spirits,"Winn-Dixie Wine & Spirits, 624 Crandon Blvd, Key Biscayne, FL 33149",0x88d9ca6b486e7acd:0x2ffcc55c0326a703,,25.6875,-80.1875,"Liquor store,Bakery,Deli,Florist,Grocery store",4.0,8,$,1.0,1.0,"0x88d9ca6d69bf66fb:0xfb7b2b2f6fc82d76,0x88d9c7ef9a78730d:0x591ce0bde2c84616,0x88d9b68854b7eaff:0x404a8dda3bb9e323,0x88d9b69e3ece6795:0x4ff12862d5332084,0x88d9b6856e3357a5:0x2e692694c9c01dd2",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9ca6b486e7acd:0x2ffcc55c0326a703?authuser=-1&hl=en&gl=us,0,1,0,0,0,624 Crandon Blvd FL USA,33149,,10PM,,,4.51,53
Subway,"Subway, 21627 S Dixie Hwy, Miami, FL 33170",0x88d9c36ebb30c37d:0x97527895f7c6cec9,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",25.5625,-80.375,"Sandwich shop,Caterer,Fast food restaurant,Takeout Restaurant,Restaurant",4.0,28,$,1.0,1.0,"0x88d9b7b67d3dce8f:0xe96e5faaf101faea,0x88d9c35bd88e2b5b:0xf5ef8f5021e0baf0,0x88d9c36735bb9df9:0xa621d6cea1fe0a8e,0x88d9c37fa9efd097:0x33548b48e2b9975e,0x88d9c37aed5535a5:0x33dc17e8a951a58c",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9c36ebb30c37d:0x97527895f7c6cec9?authuser=-1&hl=en&gl=us,1,0,0,0,1,21627 S Dixie Hwy FL USA,33170,Permanently closed,Permanently closed,MIAMI,MIAMI-DADE,3.95,47262
Burgerim,"Burgerim, 7032 Coral Way, Miami, FL 33155",0x88d9b84367b123bb:0xa1651d64d4093e75,,25.75,-80.3125,Hamburger restaurant,4.0,8,$$,1.0,1.0,"0x88d9b69dea2f18eb:0x57a4617615da07b1,0x88d9b65c74d122c1:0xbc2608479811576d",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b84367b123bb:0xa1651d64d4093e75?authuser=-1&hl=en&gl=us,1,0,0,0,1,7032 Coral Way FL USA,33155,Permanently closed,Permanently closed,MIAMI,MIAMI-DADE,,
Shell,"Shell, 125 N Combee Rd, Lakeland, FL 33801",0x88dd3f9db58fb455:0xf68b5dd3511e4f6f,,28.046875,-81.9375,"Gas station,Alternative fuel station,ATM,Car wash,Convenience store,Electric vehicle charging station,Restaurant",3.0,26,$$,1.0,1.0,"0x88dd3faaf243ffff:0xca0ffac03a80e371,0x88dd3fa70e8882dd:0xb535e63a055f4106,0x88dd4054232deda7:0xb85a8a4af2890f93,0x88dd3f9cde44a669:0x9827933746bf7d98,0x88dd3f77e5d07267:0xcb2c994b52035225",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd3f9db58fb455:0xf68b5dd3511e4f6f?authuser=-1&hl=en&gl=us,1,0,0,0,0,125 N Combee Rd FL USA,33801,,,LAKELAND,POLK,3.86,1134
The Garden,"The Garden, 1903 N 19th St, Tampa, FL 33605",0x88c2c545da9e25e9:0xdeebc904fc0cf5fc,,27.96875,-82.4375,Restaurant,4.0,7,,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c545da9e25e9:0xdeebc904fc0cf5fc?authuser=-1&hl=en&gl=us,1,0,0,0,1,1903 N 19th St FL USA,33605,Permanently closed,Permanently closed,TAMPA,HILLSBOROUGH,,
Outback & Carrabba's Express,"Outback & Carrabba's Express, 2307 E Hallandale Beach Blvd, Hallandale Beach, FL 33009",0x88d9abde58eae83f:0x987c83b0d586d105,,25.984375,-80.125,"Steak house,American restaurant,Australian restaurant,Bar,Bar & grill,Gluten-free restaurant,Takeout Restaurant,Restaurant",4.0,18,,1.0,1.0,0x88d9ad08c428ab8b:0x537055cd8271f4ae,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9abde58eae83f:0x987c83b0d586d105?authuser=-1&hl=en&gl=us,1,0,0,0,0,2307 E Hallandale Beach Blvd FL USA,33009,,10PM,,,,
Dunkin',"Dunkin', 100 N 2nd St, Fort Pierce, FL 34950",0x88def19424357001:0xef74f1bea9e0493b,Long-running chain serving signature breakfast items & a variety of coffee drinks.,27.453125,-80.3125,"Coffee shop,Bagel shop,Bakery,Breakfast restaurant,Donut shop,Fast food restaurant,Takeout Restaurant",4.0,18,$,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88def19424357001:0xef74f1bea9e0493b?authuser=-1&hl=en&gl=us,1,1,0,0,0,100 N 2nd St FL USA,34950,,8PM,FORT PIERCE,SAINT LUCIE,3.93,3790
Auntie Anne's,"Auntie Anne's, 777 E Merritt Island Causeway, Merritt Island, FL 32952",0x88e0a9d63a7add11:0x5ef454e44cfc9887,Global chain of counters dispensing sweet & savory soft pretzels with a variety of toppings & dips.,28.359375,-80.6875,"Pretzel store,Bakery,Cafe,Restaurant",3.0,8,$,1.0,1.0,"0x88e0a9d63a7add11:0x33ddcecd1e103728,0x88e0a9d63a7add11:0xa012b39d0d85c2f9,0x88e0a9e0b594542f:0x965896a0d728cfd1,0x88e0a9d63a7add11:0xdb2034c43df14aeb,0x88e0a9e7f2a37937:0x33a79ec0feb119f3",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e0a9d63a7add11:0x5ef454e44cfc9887?authuser=-1&hl=en&gl=us,1,1,0,0,1,777 E Merritt Island Causeway FL USA,32952,Permanently closed,Permanently closed,,,4.26,1622
Domino's Pizza,"Domino's Pizza, 7670 N Wickham Rd, Melbourne, FL 32940",0x88de0446e4ab45f3:0x7ea444287ca35848,Delivery/carryout chain offering a wide range of pizzas & a variety of other dishes & sides.,28.234375,-80.6875,"Pizza delivery,Delivery Restaurant,Takeout Restaurant,Pizza restaurant,Pizza Takeout",4.0,144,$,1.0,1.0,"0x88de043ae531a7b5:0x1c271298b9cca47e,0x88de04388c3da403:0x8ac1fe980d749dff,0x88de0446847e653d:0x54af8c0336738fe5,0x88de044704753af3:0x90f3092ee38d4173,0x88de04ffa9a3e17f:0x2672ffb3a0451ab5",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88de0446e4ab45f3:0x7ea444287ca35848?authuser=-1&hl=en&gl=us,1,0,0,0,0,7670 N Wickham Rd FL USA,32940,,12AM,MELBOURNE,BREVARD,4.19,3784
bp,"bp, 1410 Airport-Pulling Rd N, Naples, FL 34104",0x88dae21753b74f23:0x1344dc1267d3ddfe,,26.171875,-81.75,"Gas station,ATM,Convenience store,Restaurant",2.0,8,,1.0,1.0,"0x88dae2177a78004b:0xd8575026c2abee16,0x88dae23193146249:0xcf155a66dac4bf9b,0x88dae1e9ed943329:0x6d121e67997ccf82,0x88dae1999b0eeb35:0x5664e88699ba4abd,0x88dae210a4038e97:0x6556e6e7cf7c61a5",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dae21753b74f23:0x1344dc1267d3ddfe?authuser=-1&hl=en&gl=us,1,0,0,0,0,1410 Airport-Pulling Rd N FL USA,34104,Open 24 hours,Open 24 hours,NAPLES,COLLIER,3.65,255
Burgerim Gourmet Burgers,"Burgerim Gourmet Burgers, 13900 Jog Rd #205, Delray Beach, FL 33446",0x88d921ec43cb6d8d:0xfbed750723b65443,,26.46875,-80.125,Hamburger restaurant,4.0,16,$$,1.0,1.0,"0x88d8df5edbd94c21:0xf1ce092b9b4a8aba,0x88d920c72e42a579:0x9474fb57b82bafec,0x88d8dff464deb957:0xd28bfe51faf143c1,0x88d91f10ddbe1abb:0x6c0ad2830a2affb6",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d921ec43cb6d8d:0xfbed750723b65443?authuser=-1&hl=en&gl=us,1,0,0,0,1,13900 Jog Rd #205 FL USA,33446,Permanently closed,Permanently closed,DELRAY BEACH,PALM BEACH,3.33,12
Subway Restaurants,"Subway Restaurants, NW 54th St, Miami, FL 33127",0x88d9b15d0e3ce6dd:0x8d86dc77a8b2eff,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",25.828125,-80.1875,"Sandwich shop,Caterer,Fast food restaurant,Hoagie restaurant,Restaurant",3.0,48,$,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b15d0e3ce6dd:0x8d86dc77a8b2eff?authuser=-1&hl=en&gl=us,1,0,0,0,1,NW 54th St FL USA,33127,Permanently closed,Permanently closed,MIAMI,MIAMI-DADE,4.11,18
Pizza Hut Express,"Pizza Hut Express, 1771 Dunlawton Ave, Port Orange, FL 32127",0x88e7278234312405:0x7ffd8b1ef27071a4,Family-friendly chain known for its made-to-order pizzas.,29.109375,-81.0,"Pizza restaurant,Takeout Restaurant",4.0,26,$,1.0,1.0,"0x88e6d81255772241:0x3ad850a15a2cfff9,0x88e6d81373d94cff:0x4034f4bc7d610c25,0x88e6d813714f9c51:0x81bd3541bc240f49,0x88e727877b55d8fd:0x5cf81810cfd29fba,0x88e7281c8808e029:0x12dcd8caf4182a0",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7278234312405:0x7ffd8b1ef27071a4?authuser=-1&hl=en&gl=us,1,0,0,0,1,1771 Dunlawton Ave FL USA,32127,,,PORT ORANGE,VOLUSIA,3.82,17
Jimmy John's,"Jimmy John's, 9444 Arlington Expy, Jacksonville, FL 32225",0x88e5b4f3902609e5:0xbf93221d370bb3b0,"Counter-serve chain specializing in sub & club sandwiches, plus signature potato chips.",30.3125,-81.5625,"Sandwich shop,Caterer,Fast food restaurant,Delivery Restaurant,Restaurant",3.0,37,$,1.0,1.0,"0x88e5b4a1cc4b4c39:0x4d40e4983dfd2d2f,0x88e5b3f84fc6ebad:0xf0aa2a50bcb3309,0x88e5b3822c030de7:0xa2d55a1d96e3a1cf,0x88e5b3822c030de7:0x44ad21975af647a8,0x88e5b3f8cdedad1f:0xa576d1def401a539",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5b4f3902609e5:0xbf93221d370bb3b0?authuser=-1&hl=en&gl=us,1,0,0,0,1,9444 Arlington Expy FL USA,32225,Permanently closed,Permanently closed,JACKSONVILLE,DUVAL,4.23,3129
Planet Smoothie,"Planet Smoothie, 6607 S Semoran Blvd, Orlando, FL 32822",0x88e7636cff21bb79:0x35e0597963e9efb0,"Sleek chain for custom smoothies made with yogurt, sherbet & nutrition-oriented add-ins.",28.46875,-81.3125,"Juice shop,Health food restaurant",4.0,108,$,1.0,1.0,"0x88e77b734e37508f:0x885f0496f383f790,0x88e77ad8205b5317:0xdeb07b53ff36ce6b,0x88dd81a78473064f:0xa2e8122aa8eda12d,0x88e762e91b901539:0xa8e7e717d4d3317f,0x88e7638519a70f6d:0x6934dcaa95b5f014",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7636cff21bb79:0x35e0597963e9efb0?authuser=-1&hl=en&gl=us,1,0,0,0,0,6607 S Semoran Blvd FL USA,32822,8AM,,ORLANDO,ORANGE,4.32,294
Wing Zone,"Wing Zone, 13300 NW 27th Ave #2, Opa-locka, FL 33054",0x88d9b02607cb2875:0x80c3e14037574228,Casual counter-serve chain offering wings with an array of signature sauces & other fast fare.,25.890625,-80.25,"Chicken wings restaurant,American restaurant",4.0,3,$,1.0,1.0,"0x88d9018c2a023cf5:0xe2bf4ef2f2d39fad,0x88d9abb2fbf00001:0x712aadbb1f0b53de,0x88d900b80902b30b:0x2b57ecd6e24bb874,0x88d906db47be7179:0x9b0d8939370eef82,0x88d901a72930e8e3:0x3a4292b30a9c6d7b",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b02607cb2875:0x80c3e14037574228?authuser=-1&hl=en&gl=us,1,0,0,0,1,13300 NW 27th Ave #2 FL USA,33054,,,,,3.88,1038
China Wok,"China Wok, 4765 Hodges Blvd, Jacksonville, FL 32224",0x88e44b81316de4cf:0xa057b5ada48dc8db,,30.25,-81.4375,"Chinese restaurant,Chinese takeaway,Delivery Chinese restaurant,Takeout Restaurant,Wok restaurant",3.0,28,,1.0,1.0,"0x88e5cad373af471b:0xfa2b9397c20eed66,0x88e5b5a6788f0499:0x135039d14ae41cfe,0x88e44b953e156883:0x63dc4eea8b54060,0x88e44a3211ab52c7:0x29dfa4104d5ef074,0x88e44a51a9c2811b:0xe5105dc2f51a504c",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e44b81316de4cf:0xa057b5ada48dc8db?authuser=-1&hl=en&gl=us,1,0,0,0,0,4765 Hodges Blvd FL USA,32224,11AM,,JACKSONVILLE,DUVAL,3.94,255
Biagio's Pizza & Pasta,"Biagio's Pizza & Pasta, 10359 Cross Creek Blvd, Tampa, FL 33647",0x88c2b6907e47f193:0xfa815b255aa4f9e4,"Compact Italian joint offering New York-style pizza, pasta entrees, wings, subs, panini & more.",28.140625,-82.3125,"Pizza restaurant,American restaurant,Chicken restaurant,Chicken wings restaurant,Family restaurant,Fast food restaurant,Italian restaurant,Pasta shop",3.0,18,$$,1.0,1.0,"0x88c2b78e8bd2c561:0x78dc84418030275a,0x88c2b69077b3454d:0x4f39325e14d8668e",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2b6907e47f193:0xfa815b255aa4f9e4?authuser=-1&hl=en&gl=us,1,0,0,0,1,10359 Cross Creek Blvd FL USA,33647,Permanently closed,Permanently closed,TAMPA,HILLSBOROUGH,,
Villa Italian Kitchen,"Villa Italian Kitchen, 451 E Altamonte Dr Fs08, Altamonte Springs, FL 32701",0x88e77184ab57f6ed:0xfa392f124e2f6b7b,"Counter-serve pizza chain with a variety of pies & slices, plus pasta & other Italian staples.",28.671875,-81.375,"Pizza restaurant,Caterer,Italian restaurant,Pasta shop,Restaurant,Salad shop",4.0,138,,1.0,1.0,"0x88e7719b9e9016c1:0x7af75bb4e54c5b29,0x88e7716dd5515eb7:0xf130c4f848f519d3,0x88e773fd37d5d999:0x77ed145255948842,0x88e773dc35cff2b1:0xa41ee04e969665b7,0x88e771563054963d:0x7dd724ead0e13906",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77184ab57f6ed:0xfa392f124e2f6b7b?authuser=-1&hl=en&gl=us,1,0,0,0,0,451 E Altamonte Dr Fs08 FL USA,32701,10AM Wed,,ALTAMONTE SPRINGS,SEMINOLE,4.46,990
Dunkin',"Dunkin', 1601 Concierge Blvd, Daytona Beach, FL 32117",0x88e6dd15982b2b87:0x4924477e5e99b27a,Long-running chain serving signature breakfast items & a variety of coffee drinks.,29.21875,-81.0625,"Coffee shop,Bagel shop,Bakery,Breakfast restaurant,Donut shop,Fast food restaurant,Takeout Restaurant",4.0,17,,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e6dd15982b2b87:0x4924477e5e99b27a?authuser=-1&hl=en&gl=us,1,1,0,0,0,1601 Concierge Blvd FL USA,32117,Open 24 hours,Open 24 hours,DAYTONA BEACH,VOLUSIA,3.93,3790
Auntie Anne's,"Auntie Anne's, 1500 Apalachee Pkwy Space 5700, Tallahassee, FL 32301",0x88ec5f6b746992a1:0x27a94e8ffca2a2b3,Global chain of counters dispensing sweet & savory soft pretzels with a variety of toppings & dips.,30.4375,-84.25,"Pretzel store,Bakery,Cafe,Restaurant",2.0,18,$,1.0,1.0,"0x88ec5f9a6e887de9:0x1514aa67ef3709f8,0x88ec5f99edf93061:0x2701d9a827e3e520,0x88ec5f9a6e887de9:0x9fab4c7400d14bce,0x88ec5f99fbb7e7ad:0xf2587779569e6bc3",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88ec5f6b746992a1:0x27a94e8ffca2a2b3?authuser=-1&hl=en&gl=us,1,1,0,0,0,1500 Apalachee Pkwy Space 5700 FL USA,32301,,8PM,TALLAHASSEE,LEON,4.26,1622
Subway,"Subway, 17308 Park 78 Drive I-75, Exit 143, North Fort Myers, FL 33917",0x88db68f09c5d5177:0x64353a20584ebd83,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",26.71875,-81.8125,"Sandwich shop,Caterer,Fast food restaurant,Takeout Restaurant,Restaurant",4.0,46,$,1.0,1.0,"0x88db421e05929ebd:0xdf65a214d064db06,0x88db69149f7a9891:0xd449fc8b837d728,0x88db69cc6bf5c061:0xd282cc2d29e206c9,0x88db4218b2f72723:0x4e6d9c417f90b953,0x88db41dbe88feb7b:0x4904609f0f3c89f8",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db68f09c5d5177:0x64353a20584ebd83?authuser=-1&hl=en&gl=us,1,0,0,0,0,17308 Park 78 Drive I-75 FL USA,33917,Open 24 hours,Open 24 hours,,,3.95,47262
Jake's Pizza,"Jake's Pizza, 30036 County Line Rd, Wesley Chapel, FL 33543",0x88c2b14b12fa409d:0x4fff3218f86d911d,,28.171875,-82.3125,Pizza restaurant,4.0,64,,1.0,1.0,"0x88c2b19144a2a157:0x37716b736eb89be4,0x88c2b0434c507691:0xaf29536772bf475f,0x88c2b0e5094e8e95:0xbd7e5aeacc8a98e1",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2b14b12fa409d:0x4fff3218f86d911d?authuser=-1&hl=en&gl=us,1,0,0,0,1,30036 County Line Rd FL USA,33543,Permanently closed,Permanently closed,,,4.38,80
Choices Cafe,"Choices Cafe, 379 SW 15th Rd, Miami, FL 33129",0x88d9b688c5b8e745:0xd994db76bbd8e971,"Easygoing choice for vegan fare, organic juices & smoothies  served all day in a simple setting.",25.765625,-80.1875,"Organic restaurant,Juice shop,Restaurant,Vegan restaurant,Vegetarian restaurant",4.0,18,$,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b688c5b8e745:0xd994db76bbd8e971?authuser=-1&hl=en&gl=us,1,0,0,0,1,379 SW 15th Rd FL USA,33129,Permanently closed,Permanently closed,MIAMI,MIAMI-DADE,,
Pizza Hut Express,"Pizza Hut Express, 2028 66th St N, St. Petersburg, FL 33710",0x88c2e32e84658a69:0x26c0509ff597b6a5,Family-friendly chain known for its made-to-order pizzas.,27.78125,-82.75,"Pizza restaurant,Takeout Restaurant",3.0,8,$,1.0,1.0,"0x88c2e34e63669f7d:0x20abc8dd70ee02fa,0x88c2e2d07a7a2921:0x9a0ce6338c1ab996",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2e32e84658a69:0x26c0509ff597b6a5?authuser=-1&hl=en&gl=us,1,0,0,0,1,2028 66th St N FL USA,33710,Permanently closed,Permanently closed,,,3.82,17
Sir Pizza,"Sir Pizza, 2246 Weston Rd, Weston, FL 33326",0x88d9a0a954d44097:0x3e9b8c3b42b2804a,"Casual pizzeria serving square-cut, thin-crust pies with toppings that run all the way to the edge.",26.09375,-80.375,"Pizza restaurant,Italian restaurant,Takeout Restaurant,Pizza Takeout,Sandwich shop",4.0,6,,1.0,1.0,"0x88d9a0a7914f859d:0xe88700801c4f7f9f,0x88d90b55d4f3e293:0x4170881536078ff1,0x88d9a0aea652a3f1:0xdad1c1dbbc99c9a5,0x88d9a0abe9cc3f91:0x9f15da821231c2ee",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9a0a954d44097:0x3e9b8c3b42b2804a?authuser=-1&hl=en&gl=us,1,0,0,0,1,2246 Weston Rd FL USA,33326,Permanently closed,Permanently closed,FORT LAUDERDALE,BROWARD,,
Pinto Thai Bistro,"Pinto Thai Bistro, 1004 E Sample Rd, Pompano Beach, FL 33064",0x88d91d03c6dc531d:0x6a9b9f2e577051c,,26.28125,-80.125,"Thai restaurant,Asian restaurant",4.0,25,,1.0,1.0,"0x88d8fd8cee0c9071:0x8f32a401860e3fee,0x88d91b4d1fe029b9:0x59e140d80f7d66cb,0x88d9029ce01a67f3:0xe51786036023bdd8",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d91d03c6dc531d:0x6a9b9f2e577051c?authuser=-1&hl=en&gl=us,1,0,0,0,1,1004 E Sample Rd FL USA,33064,Permanently closed,Permanently closed,POMPANO BEACH,BROWARD,4.75,12
Western Beef Supermarket,"Western Beef Supermarket, 8030 Pines Blvd, Pembroke Pines, FL 33024",0x88d9a8c60c41b649:0xe0c14260f03ca81c,"Warehouse-style chain supermarket with meat, seafood & dairy departments, a bakery & deli section.",26.0,-80.25,"Supermarket,Bakery,Butcher shop,Deli,Grocery store,Produce market",3.0,46,,1.0,1.0,"0x88d9a8c611fc5b8f:0x7139fa5583f0f1f7,0x88d900808c9536d5:0xf02ce7945a5e0a12,0x88d9a5d9928b6fa3:0x7fce28324e07b162,0x88d9a9489e151119:0xec6fa66225549869",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9a8c60c41b649:0xe0c14260f03ca81c?authuser=-1&hl=en&gl=us,0,1,0,0,1,8030 Pines Blvd FL USA,33024,Permanently closed,Permanently closed,HOLLYWOOD,BROWARD,,
Cedar Lounge,"Cedar Lounge, 904 McMullen Booth Rd, Clearwater, FL 33759",0x88c2ef29d8fde1c7:0x4ee4a8452f9aaa48,,27.96875,-82.6875,"Restaurant,Hookah bar,Lounge",4.0,88,,1.0,1.0,"0x88c2f0298293165b:0x18127b212d96842c,0x88c2f0e1260d9831:0x96023d063985dc34",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2ef29d8fde1c7:0x4ee4a8452f9aaa48?authuser=-1&hl=en&gl=us,1,0,0,0,0,904 McMullen Booth Rd FL USA,33759,6PM Wed,,CLEARWATER,PINELLAS,,
Pastelitos Papichys Orlando,"Pastelitos Papichys Orlando, 5001 Sand Lake Rd, Orlando, FL 32819",0x88e77fe405e3c4f9:0xc62704b027553432,,28.453125,-81.4375,Restaurant,4.0,8,,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77fe405e3c4f9:0xc62704b027553432?authuser=-1&hl=en&gl=us,1,0,0,0,0,5001 Sand Lake Rd FL USA,32819,,1PM,ORLANDO,ORANGE,,
A&W Restaurant,"A&W Restaurant, 200 Towne Center Cir #256, Sanford, FL 32771",0x88e71282eb4e4d2b:0x2a011ce210076604,"Fast-food outlet serving up namesake root beer & floats, plus burgers, chicken & fries.",28.796875,-81.3125,"Fast food restaurant,American restaurant,Hamburger restaurant",3.0,33,$,1.0,1.0,"0x88e71283c0721ce3:0xe8e8b1ca0a6c705d,0x88e76cd20ab8a6f3:0xd4e48b6d5fdc284e,0x88e7129d04c83613:0x4dfc2f6c89826193,0x88e71287a00601b7:0x4e7cd1fdfaeba8a0,0x88e71286789849d9:0x8fdd89a803ca8633",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e71282eb4e4d2b:0x2a011ce210076604?authuser=-1&hl=en&gl=us,1,0,0,0,1,200 Towne Center Cir #256 FL USA,32771,Permanently closed,Permanently closed,SANFORD,SEMINOLE,4.26,621
Taco Bus,"Taco Bus, 1665 SW 107th Ave, Miami, FL 33165",0x88d9bf3312a8e081:0x503c4c25ab3e0224,,25.75,-80.375,"Mexican restaurant,Restaurant",4.0,23,,1.0,1.0,"0x88d9bf383b96835b:0x738f97887acfb272,0x88d9b694ed24f9eb:0x547953c11a8c0c6e,0x88d9bf01ed8e1067:0xc4021a2bc4f62724,0x88d9c324aad572ed:0xc21cbd40e58b3c04",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9bf3312a8e081:0x503c4c25ab3e0224?authuser=-1&hl=en&gl=us,1,0,0,0,1,1665 SW 107th Ave FL USA,33165,Permanently closed,Permanently closed,MIAMI,MIAMI-DADE,,
Subway,"Subway, 8050 W McNab Rd, North Lauderdale, FL 33068",0x88d905b4509856a5:0x8c6591ed80fe58e8,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",26.203125,-80.25,"Sandwich shop,Caterer,Fast food restaurant,Takeout Restaurant,Restaurant",4.0,74,$,1.0,1.0,"0x88d90448add1c497:0x79021cb3321c1d28,0x88d904f8a46b8eb1:0x913f9e5acf3212a8,0x88d905b4cf93d845:0x55517347dfc57b0b,0x88d905dcb2456649:0x82c1fe4d7eba3991,0x88d905b44d99115f:0x9a57e82beaf7b1b9",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d905b4509856a5:0x8c6591ed80fe58e8?authuser=-1&hl=en&gl=us,1,0,0,0,0,8050 W McNab Rd FL USA,33068,,9PM,POMPANO BEACH,BROWARD,3.95,47262
Burger Craft,"Burger Craft, 767 S State Rd 434 #1040, Altamonte Springs, FL 32714",0x88e7713adc7f0753:0x5deeaced54d8bf72,,28.640625,-81.4375,"American restaurant,Restaurant",3.0,68,,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7713adc7f0753:0x5deeaced54d8bf72?authuser=-1&hl=en&gl=us,1,0,0,0,1,767 S State Rd 434 #1040 FL USA,32714,Permanently closed,Permanently closed,ALTAMONTE SPRINGS,SEMINOLE,,
Marathon Gas,"Marathon Gas, 890 US-27, South Bay, FL 33493",0x88d959f8ae5ac19f:0x4439e44e49402cf5,,26.671875,-80.75,"Gas station,Convenience store,Restaurant",3.0,17,,1.0,1.0,"0x88d95a1cf96793db:0x371390350d72bafb,0x88d95a1c03d93abb:0xf173cc9760882c50,0x88d95a1c0618452f:0x47171ce8a4895569,0x88d95a1c01363633:0x6a4afd128c89df85,0x88d95a1cf496feb9:0xa5377f9a158c2d1a",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d959f8ae5ac19f:0x4439e44e49402cf5?authuser=-1&hl=en&gl=us,1,0,0,0,0,890 US-27 FL USA,33493,,11PM,SOUTH BAY,PALM BEACH,,
Calico Jack's,"Calico Jack's, 2738 Capital Cir NE, Tallahassee, FL 32308",0x88ec5f3250585fb1:0x5f6f613d1fe01a20,"Rustic, bare-bones joint serving up oysters & seafood favorites along with American standards.",30.484375,-84.25,"Seafood restaurant,Oyster bar restaurant",3.0,14,$$,1.0,1.0,"0x88ec5f33ad6930fd:0x75ede01f90f4cafb,0x88ecf571a68467c5:0x2d47a6ffa5fc593a,0x88ecf584b1300001:0xb44a8aad9b51484,0x88ec58c739bba885:0xa11a5090ca520a33",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88ec5f3250585fb1:0x5f6f613d1fe01a20?authuser=-1&hl=en&gl=us,1,0,0,0,1,2738 Capital Cir NE FL USA,32308,Permanently closed,Permanently closed,TALLAHASSEE,LEON,,
