,Nombre,address,gmap_id,description,category,Rating,Reviews,price,hours,MISC,relative_results,url,restaurant,bakery,dessert,pastry,Condición_Establecimiento,street,Zip,horario,open,close,City,County Name,latitude,longitude
1836,The Pour House,"The Pour House, 3325 Plymouth St, Jacksonville, FL 32205",0x88e5b95360df4da3:0xd90faed42e897985,Sin Dato,"Bar,Restaurant",4,15,Sin Dato,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5b95360df4da3:0xd90faed42e897985?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,3325 Plymouth St FL USA,32205,Closed ⋅ Opens 1PM,1PM,Sin Dato,JACKSONVILLE,DUVAL,30.3098788,-81.7111114
1837,Ringside Cafe,"Ringside Cafe, 2742 4th St N, St. Petersburg, FL 33704",0x88c2e167bf5fc9ff:0xdebd3214f5c769dd,Sin Dato,"Restaurant,Bar",3,3,Sin Dato,1.0,1.0,"0x88c2e17ac7fb93ad:0xe69c6f68fb270c6b,0x88c2e1fb35356dbd:0x4dfb453e0a27eb84,0x88c2e1f27305e107:0xaf3ace1a7e06da27,0x88c2e17a1e09a1c1:0x3200baeb62e3cf4d,0x88c2e1884c886307:0x616dbedaa2ebf4f9",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2e167bf5fc9ff:0xdebd3214f5c769dd?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,2742 4th St N FL USA,33704,Sin Dato,Sin Dato,Sin Dato,SAINT PETERSBURG,PINELLAS,27.79741,-82.63884236437934
1838,Sbarro,"Sbarro, 11000 Terminal Access Rd, Fort Myers, FL 33913",0x88db131361a98a97:0xff9153866fcd1a8d,"Italian fast-food chain offering thin-crust pizza by the slice, plus pastas & salads.","Pizza restaurant,Caterer,Fast food restaurant,Italian restaurant,Pasta shop,Pizza delivery,Pizza Takeout",2,37,$,1.0,1.0,"0x88db41e6a6293699:0xed208ba4459cfce6,0x88db134fdd3567cd:0xa3b7fb6be57653b9,0x88db13136639b8f9:0x3d671f739c41db64",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db131361a98a97:0xff9153866fcd1a8d?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,11000 Terminal Access Rd FL USA,33913,Open ⋅ Closes 9PM,Sin Dato,9PM,FORT MYERS,LEE,26.53294975,-81.75880562612211
1839,Subway,"Subway, 4125 Cleveland Ave Room 1105A, Fort Myers, FL 33901",0x88db41e406b27299:0x597848605bc79371,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.","Sandwich shop,Caterer,Fast food restaurant,Takeout Restaurant,Restaurant",3,34,$,1.0,1.0,"0x88db40291f329d13:0xa6a4c7b6cf5ff290,0x88db40291dda99d7:0x5f3d26fff3d4840,0x88db402b8bcdac19:0x34e97a0075a94422,0x88db4027d6adb5ab:0x2d9f99724464a4b4,0x88db402b900616f1:0x7511797f8349f2fa",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db41e406b27299:0x597848605bc79371?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,4125 Cleveland Ave Room 1105A FL USA,33901,Closed ⋅ Opens 11AM,11AM,Sin Dato,FORT MYERS,LEE,26.609375,-81.875
1840,Tamarind Thai Restaurant,"Tamarind Thai Restaurant, 946 Normandy Dr, Miami Beach, FL 33141",0x88d9b2e5038c9541:0xe3625c9eaf3b0ae6,Dramatic dining space at this upscale Siamese spot complements the creative Thai fare on the menu.,Thai restaurant,4,7,Sin Dato,1.0,1.0,"0x88d9b2e5b6dbf791:0x1979397c0f91bb47,0x88d9bbd3c7c176c7:0x89f85c66dfb13fe7",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b2e5038c9541:0xe3625c9eaf3b0ae6?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,946 Normandy Dr FL USA,33141,Sin Dato,Sin Dato,Sin Dato,MIAMI BEACH,MIAMI-DADE,25.8555292,-80.1291751
1841,Williams Cafe,"Williams Cafe, 510 Lane Ave S, Jacksonville, FL 32254",0x88e5b91ef0cb0219:0x3158528eb49e1be1,Sin Dato,Restaurant,4,5,Sin Dato,1.0,1.0,"0x88e5b8e161ffe457:0xc08379661d89a7fb,0x88e5b91e9cf99ee3:0xc2d7637a27b3a3ac,0x88e5b8ffe7a7043b:0x178e43660ce1dd5b,0x88e5b9207d490da3:0xf860b222342c1a7b",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5b91ef0cb0219:0x3158528eb49e1be1?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,510 Lane Ave S FL USA,32254,Sin Dato,Sin Dato,Sin Dato,JACKSONVILLE,DUVAL,30.3170083,-81.7531583
1842,Empire Marketing Group,"Empire Marketing Group, 4320 Wallace Rd, Lakeland, FL 33812",0x88dd3e060750d4f9:0x54769c11e6cac5ce,Sin Dato,"Wholesaler,Restaurant supply store",4,5,Sin Dato,1.0,1.0,"0x88dd3999ae0b50bf:0xfa85a6745a256c55,0x88dd3e48578fc1f7:0xa07d390eba9321c5,0x88dd39bd3a413b53:0x55ef06c8d589b88",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd3e060750d4f9:0x54769c11e6cac5ce?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,4320 Wallace Rd FL USA,33812,Closed ⋅ Opens 8AM,8AM,Sin Dato,LAKELAND,POLK,27.971251975669343,-81.87807785065623
1843,Graffiti & The Funky Blues Shack,"Graffiti & The Funky Blues Shack, 707 Harbor Blvd, Destin, FL 32541",0x889143f7871fa911:0x92cf24dd31a3b1a7,"Live music with seafood, pasta & pizza amid mismatched furniture, corrugated metal & colorful art.","Live music venue,Bar,Italian restaurant,Karaoke,Restaurant",4,18,Sin Dato,1.0,1.0,"0x88915953cb003e15:0x1d44a175066e2075,0x8891449df0e31fd9:0xc4bf0a129e292024",https://www.google.com/maps/place//data=!4m2!3m1!1s0x889143f7871fa911:0x92cf24dd31a3b1a7?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,707 Harbor Blvd FL USA,32541,Permanently closed,Permanently closed,Permanently closed,DESTIN,OKALOOSA,30.390946893963093,-86.48975355430703
1844,The Fork,"The Fork, 1501 Steve's Rd, Clermont, FL 34711",0x88e78f217e712951:0x6a019fcf4eee0fae,Sin Dato,American restaurant,4,8,Sin Dato,1.0,1.0,"0x88e78f2620230ce9:0x14419c0874d2c9,0x88e78edfa55acc55:0x118ef442e66391b8,0x88e788d380b2303d:0x17188dabbe282d32,0x88e78fbdb3680941:0xe68dc74466b74e33,0x88e78f1b1e5ffe65:0xbb0ec78e7e8f1446",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e78f217e712951:0x6a019fcf4eee0fae?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,1501 Steve's Rd FL USA,34711,Closed ⋅ Opens 9AM Sun,9AM Sun,Sin Dato,CLERMONT,LAKE,28.535396,-81.727646
1845,Hot Rod BBQ,"Hot Rod BBQ, 12859 US-301, Riverview, FL 33578",0x88c2d6d264d44ca3:0x39a9ed46a6967386,Sin Dato,"Barbecue restaurant,Restaurant",3,45,Sin Dato,1.0,1.0,"0x88c2d1bd1e541e45:0xd80950a66d16b062,0x88c2d0874a63bae9:0x2652ce5ee81c363e,0x88c2d36c10ff9e77:0x77836365de2189e4,0x88c2d75c6959e5b5:0x4500fe0dce5fbb6b",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2d6d264d44ca3:0x39a9ed46a6967386?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,12859 US-301 FL USA,33578,Permanently closed,Permanently closed,Permanently closed,RIVERVIEW,HILLSBOROUGH,27.796875,-82.3125
1846,Wendy's,"Wendy's, 11639 Will Odell Ave, Oxford, FL 34484",0x88e7c5f91315d6d7:0x9c05af3cf3dd2cd9,Fast-food burger chain serving sides such as chili & baked potatoes.,Fast food restaurant,3,28,$,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7c5f91315d6d7:0x9c05af3cf3dd2cd9?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,11639 Will Odell Ave FL USA,34484,Closed ⋅ Opens 6:30AM,6:30AM,Sin Dato,OXFORD,SUMTER,28.921875,-82.0625
1847,BGR The Burger Joint,"BGR The Burger Joint, 12913 N Dale Mabry Hwy, Tampa, FL 33618",0x88c2c0eeb1bf030d:0x9fc66caaae122658,"Member of a hip chain serving gourmet flame-grilled burgers with creative toppings, plus shakes.",American restaurant,4,8,$$,1.0,1.0,0x88c2c3382a5c321f:0x260b69bd41e3ff7f,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c0eeb1bf030d:0x9fc66caaae122658?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,12913 N Dale Mabry Hwy FL USA,33618,Permanently closed,Permanently closed,Permanently closed,TAMPA,HILLSBOROUGH,28.063969379385423,-82.50402877572175
1848,China House,"China House, 721 W Base St, Madison, FL 32340",0x88ee9b2c18042705:0xf0fadf698bfe743d,Sin Dato,Chinese restaurant,3,33,Sin Dato,1.0,1.0,"0x88ee90aa62d31e35:0x4f391faad894dac9,0x88ee90a4ffd066a1:0xf400ca01ae25dae6,0x88ee90baed02d001:0xd7ba1eb36154157e",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88ee9b2c18042705:0xf0fadf698bfe743d?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,721 W Base St FL USA,32340,Closed ⋅ Opens 10:30AM,10:30AM,Sin Dato,MADISON,MADISON,30.47130946774492,-83.42502863670799
1849,Dunkin,"Dunkin, 363 E Base St, Madison, FL 32340",0x88ee90bb4a299dd1:0x41b43732db3681ff,Long-running chain serving signature breakfast items & a variety of coffee drinks.,"Coffee shop,Bagel shop,Bakery,Breakfast restaurant,Donut shop,Fast food restaurant,Takeout Restaurant",3,34,$,1.0,1.0,"0x88ee90bb1022b9f1:0xfa296009ad3e686f,0x88ee90a519c169e7:0x3ee59a54ca4e5a21,0x88ee90a4fa2d7a8b:0x776ac43b4fb01e0a,0x88ee90bb3048baa3:0x45367a81e5a85dc4,0x88ee91f51ccfc48b:0xa813dc5dc2e3f7f1",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88ee90bb4a299dd1:0x41b43732db3681ff?authuser=-1&hl=en&gl=us,1,1,0,0,Inactivo,363 E Base St FL USA,32340,Sin Dato,Sin Dato,Sin Dato,MADISON,MADISON,30.469335,-83.41069793181819
1850,Planet Smoothie,"Planet Smoothie, 1942 Bruce B Downs Blvd, Wesley Chapel, FL 33544",0x88c2b12e56cb6eb3:0x44758f3836772378,"Sleek chain for custom smoothies made with yogurt, sherbet & nutrition-oriented add-ins.","Juice shop,Health food restaurant",4,54,$,1.0,1.0,"0x88c2b72e3f41f74b:0x87bc579f5ae611f4,0x88c2b0d12d7e49bb:0x57901872e040ab6f,0x88c2b11f983c3ad7:0x103af40088c8ef6e,0x88c2b7c57e6913bf:0xbef2e2a579ff5b92,0x88c2c7c544f56e75:0x4bf6087c7c6d8bb5",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2b12e56cb6eb3:0x44758f3836772378?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,1942 Bruce B Downs Blvd FL USA,33544,Closed ⋅ Opens 9AM Tue,9AM Tue,Sin Dato,WESLEY CHAPEL,PASCO,28.184942142857142,-82.3535872857143
1851,Tossed,"Tossed, 2414 E Sunrise Blvd, Fort Lauderdale, FL 33304",0x88d901cf67db74af:0x2554f7233ae41ffc,"Modern counter-serve chain featuring a menu of wraps, sandwiches, salads & soups","Fast food restaurant,Salad shop",4,37,$,1.0,1.0,"0x88d901cf67db74af:0xb940a8380f02b169,0x88d90056087c08e1:0xdc06bf663dc2b20c,0x88d901b74741e8e7:0x5fc0618d3eb20b7b,0x88d901b7e939a673:0x1b5c0d0cc7e76584,0x88d901cf58889ae9:0x42a97ea0515a443f",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d901cf67db74af:0x2554f7233ae41ffc?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,2414 E Sunrise Blvd FL USA,33304,Closed ⋅ Opens 10AM Tue,10AM Tue,Sin Dato,FORT LAUDERDALE,BROWARD,26.1369759,-80.1135853813132
1852,Mike's Pizzeria,"Mike's Pizzeria, 1541 SE 12th Ave, Homestead, FL 33034",0x88d9e7515f10eb7d:0x5c152c70a0de5d0f,Sin Dato,Pizza restaurant,4,46,Sin Dato,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9e7515f10eb7d:0x5c152c70a0de5d0f?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,1541 SE 12th Ave FL USA,33034,Closed ⋅ Opens 11AM Tue,11AM Tue,Sin Dato,HOMESTEAD,MIAMI-DADE,25.45579035,-80.4593690579079
1853,China Max,"China Max, 5100 N 9th Ave, Pensacola, FL 32504",0x8890c06b42ae2311:0xef956e33be7ba5b4,This simple counter at the Cordova Mall food court offers a range of familiar Chinese dishes.,"Chinese restaurant,Restaurant,Shopping mall",3,47,$,1.0,1.0,"0x8890c0117c457ded:0x31a61a9381e2edcd,0x889169ad64a7ab87:0xef4f907ae112944,0x8890c0235dc9a4d1:0x3af9c2e18af4981a,0x8890beed27f15f7d:0x609ef7c3c5518440",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8890c06b42ae2311:0xef956e33be7ba5b4?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,5100 N 9th Ave FL USA,32504,Closed ⋅ Opens 11AM Tue,11AM Tue,Sin Dato,PENSACOLA,ESCAMBIA,30.4741905,-87.2065342
1854,Drift Kitchen & Bar,"Drift Kitchen & Bar, Lido Beach Resort, 700 Benjamin Franklin Dr, Sarasota, FL 34236",0x88c36a88de95a429:0xdd0110f93a60d07d,Sin Dato,"Restaurant,Bar,Lounge",4,16,Sin Dato,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c36a88de95a429:0xdd0110f93a60d07d?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,Lido Beach Resort FL USA,34236,Closed ⋅ Opens 8AM Tue,8AM Tue,Sin Dato,SARASOTA,SARASOTA,27.3125,-82.5625
1855,Smoothie King,"Smoothie King, 11399 S Dixie Hwy, Miami, FL 33156",0x88d9c6f8d88f424b:0x8ac57661936d90ba,"Health-conscious chain featuring blended drinks in varied flavors, nutritional products & snacks.","Juice shop,Fast food restaurant,Health food restaurant,Delivery Restaurant,Takeout Restaurant,Vitamin & supplements store",4,37,$$,1.0,1.0,"0x88d9c7a312113e15:0x965d56a53cae433b,0x88d9c7a7394417a1:0x980b802beb4baa3b,0x88d9c1125ef10465:0x978a05cdb51fde81,0x88d9c37bca83c61f:0x6906d3e3b5be1f01,0x88d9b9c51ef180b9:0x11f411d900916afd",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9c6f8d88f424b:0x8ac57661936d90ba?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,11399 S Dixie Hwy FL USA,33156,Closes soon ⋅ 9PM ⋅ Opens 7AM Tue,Sin Dato,9PM,MIAMI,MIAMI-DADE,25.741625,-80.2333849
1856,Fla Juice & Bowl,"Fla Juice & Bowl, 1563 San Marco Blvd, Jacksonville, FL 32207",0x88e5b72ae4dd0d5d:0x73ee170a597c3806,Sin Dato,Restaurant,4,24,Sin Dato,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5b72ae4dd0d5d:0x73ee170a597c3806?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,1563 San Marco Blvd FL USA,32207,Closed ⋅ Opens 8AM Tue,8AM Tue,Sin Dato,JACKSONVILLE,DUVAL,30.309319827586204,-81.66043424137932
1857,Whaley Foodservice,"Whaley Foodservice, 7037 Commonwealth Ave #8b, Jacksonville, FL 32220",0x88e5b9475ad274cb:0x6ee10b451994c52a,Sin Dato,"Appliance repair service,Appliance parts supplier,Refrigerator repair service,Restaurant supply store,Small appliance repair service",2,17,Sin Dato,1.0,1.0,"0x88e5b8d56e1560d1:0xb77fcab12831cb5c,0x88e5b1582cd31765:0x985d79fb7ffa2f17,0x88e5b8313784fb43:0xc185d2ad80f5ceb0,0x88e5b719aaaaaaab:0xa4825cad48c0b570,0x88e5b76ad16ecf03:0x4c8063f05732a609",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5b9475ad274cb:0x6ee10b451994c52a?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,7037 Commonwealth Ave #8b FL USA,32220,Closed ⋅ Opens 8AM Tue,8AM Tue,Sin Dato,JACKSONVILLE,DUVAL,30.34375,-81.75
1858,Tropical Smoothie Cafe,"Tropical Smoothie Cafe, 504 West Hwy 390, Lynn Haven, FL 32444",0x889383100149e9c5:0xf3d1de3641ec3adb,"Casual, health-conscious chain cafe featuring custom smoothies, sandwiches & wraps.","Restaurant,Box lunch supplier,Caterer,Fast food restaurant,Juice shop,Takeout Restaurant,Sandwich shop",3,44,Sin Dato,1.0,1.0,"0x889383da962229c7:0xa8d7ab36b695a1a2,0x88938ed181813121:0x96addd20af265cac,0x889383db2f3e86d7:0x7de2bd1291d040ff,0x8893819fa2aed755:0x9d9e10e82c457f99",https://www.google.com/maps/place//data=!4m2!3m1!1s0x889383100149e9c5:0xf3d1de3641ec3adb?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,504 West Hwy 390 FL USA,32444,Permanently closed,Permanently closed,Permanently closed,LYNN HAVEN,BAY,30.2036698,-85.6741538
1859,Diced,"Diced, 10600 SW 8th St, Miami, FL 33174",0x88d9bf2ce954968f:0x13b4b92dbd6184f4,Sin Dato,Restaurant,4,24,Sin Dato,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9bf2ce954968f:0x13b4b92dbd6184f4?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,10600 SW 8th St FL USA,33174,Open ⋅ Closes 10PM,Sin Dato,10PM,MIAMI,MIAMI-DADE,25.76095405,-80.36756545083458
1860,The Burger Shack,"The Burger Shack, 11500 Walsingham Rd, Largo, FL 33778",0x88c2fa4a8da54d87:0xc560ac06f80629c3,Sin Dato,"American restaurant,Hamburger restaurant",3,8,Sin Dato,1.0,1.0,"0x88c2e556c39e6fcb:0xb941b6224bcf0c91,0x88c2fbabc53e65bd:0x1ad287bd2802df5,0x88c2efd6715dab59:0x2b0a024d0492d07d,0x88c2f20b736a20ef:0xb2b75a3c2f03326c",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2fa4a8da54d87:0xc560ac06f80629c3?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,11500 Walsingham Rd FL USA,33778,Permanently closed,Permanently closed,Permanently closed,LARGO,PINELLAS,27.88007833845823,-82.7974068646391
1861,Snack Shack,"Snack Shack, 100 St George St, St. Augustine, FL 32084",0x88e42795e58d7735:0x8dc78a47c4b44024,Sin Dato,Restaurant,3,13,Sin Dato,1.0,1.0,"0x88e427be1203ea4b:0xf5cf11a1ddc79eab,0x88e42795e71e6c3b:0x60d8ee0dc1ea4efb,0x88e42795f8eef5e5:0x70e09b936b2ce340,0x88e427be4f1ef3c3:0x334570ffc19acb7d,0x88e42796042af8a1:0x381d0655d01f339e",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e42795e58d7735:0x8dc78a47c4b44024?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,100 St George St FL USA,32084,Open ⋅ Closes 8PM,Sin Dato,8PM,SAINT AUGUSTINE,SAINT JOHNS,29.894685,-81.313034
1862,Subway,"Subway, 8755 Stirling Rd Bay B-11, Cooper City, FL 33328",0x88d9a86254ad6111:0xa697b33914fc4a5e,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.","Sandwich shop,Caterer,Fast food restaurant,Takeout Restaurant,Restaurant",3,34,$,1.0,1.0,"0x88d9a67188ba98d5:0x5a024571330a45ed,0x88d9a7dc4755506b:0x9c8a184e3fee2aab,0x88d9a93f35d59969:0xe62e9c65d49accb7,0x88d9a862fa52ee61:0xb8c598aec1fbe44b",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9a86254ad6111:0xa697b33914fc4a5e?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,8755 Stirling Rd Bay B-11 FL USA,33328,Permanently closed,Permanently closed,Permanently closed,FORT LAUDERDALE,BROWARD,26.046875,-80.25
1863,Carvel,"Carvel, 14740 SW 56th St, Miami, FL 33185",0x88d9c06d507963d7:0x641515e1c382ff4f,"Circa-1934 chain known for its soft-serve ice cream & custom cakes, mainly for takeout.","Ice cream shop,Bakery,Cake shop,Dessert restaurant,Dessert shop",4,58,$,1.0,1.0,"0x88d9c056b9b75a01:0x69b291df30d4d591,0x88d9c1d0282385e1:0x2f400d8a7290a70d,0x88d9c0c2f8ec0f79:0x7519f9a82f07798b,0x88d9bf933a4e2e95:0xa00337d09fa98928,0x88d9bf83f61027fd:0xbb4e5adf519ca89c",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9c06d507963d7:0x641515e1c382ff4f?authuser=-1&hl=en&gl=us,1,1,0,0,Activo,14740 SW 56th St FL USA,33185,Open ⋅ Closes 11PM,Sin Dato,11PM,MIAMI,MIAMI-DADE,25.713769728146357,-80.4319730604668
1864,Nothing Bundt Cakes,"Nothing Bundt Cakes, 2100 NW 107th Ave Suite #105, Miami, FL 33172",0x88d9bf1a06276e65:0xcf3314134cd93afa,"Bakery chain with bundt cakes ranging from bite-sized to tiered, plus platters, candles & cards.","Bakery,Cake shop",4,7,$$,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9bf1a06276e65:0xcf3314134cd93afa?authuser=-1&hl=en&gl=us,0,1,0,0,Activo,2100 NW 107th Ave Suite #105 FL USA,33172,Open ⋅ Closes 6PM,Sin Dato,6PM,MIAMI,MIAMI-DADE,25.7939338,-80.369436
1865,Tropical Smoothie Cafe,"Tropical Smoothie Cafe, 3232 State Rd 44, Mt Dora, FL 32757",0x88e7a3a9c8ff2a61:0x87782c8606da2651,"Casual, health-conscious chain cafe featuring custom smoothies, sandwiches & wraps.","Restaurant,Juice shop",4,73,$,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7a3a9c8ff2a61:0x87782c8606da2651?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,3232 State Rd 44 FL USA,32757,Open ⋅ Closes 9PM,Sin Dato,9PM,MOUNT DORA,LAKE,29.012031419651752,-81.01574940100036
1866,Auntie Anne's,"Auntie Anne's, 8201 S Tamiami Trail, Sarasota, FL 34238",0x88c343ea64425ca3:0xdcff7a6ca6bf5e77,Global chain of counters dispensing sweet & savory soft pretzels with a variety of toppings & dips.,"Pretzel store,Bakery,Cafe,Restaurant",3,2,$,1.0,1.0,"0x88c3405b351d3675:0xd4ca7a52930c80cd,0x88c3475b07e1f78b:0x9faf167702277c1,0x88c34767156c1b63:0x66b87975b6d2cea7,0x88c33fabd5ad3bdf:0xd1fae9f19d6806cc",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c343ea64425ca3:0xdcff7a6ca6bf5e77?authuser=-1&hl=en&gl=us,1,1,0,0,Inactivo,8201 S Tamiami Trail FL USA,34238,Permanently closed,Permanently closed,Permanently closed,SARASOTA,SARASOTA,27.2345976,-82.4915509
1867,Kruk's Philly Steaks,"Kruk's Philly Steaks, 4944 S Tamiami Trail, Sarasota, FL 34231",0x88c341bd098ac28f:0xf121b3d2050a7876,Sin Dato,Restaurant,4,28,Sin Dato,1.0,1.0,"0x88c3408f4ffc5939:0xaff1859b75436ecc,0x88c343d1b4460231:0xff82ebf58d8b6a9f,0x88c33c27bb9eec1d:0xeb1a42a453fe2b62,0x88c341bd1fc3ebe9:0x6407b7c76921e110",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c341bd098ac28f:0xf121b3d2050a7876?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,4944 S Tamiami Trail FL USA,34231,Permanently closed,Permanently closed,Permanently closed,SARASOTA,SARASOTA,27.28331965482924,-82.5308202242731
1868,Panacea Pizza,"Panacea Pizza, 1327 Coastal Hwy, Panacea, FL 32346",0x88eb7deea8666bb1:0x95b9226b6288e7d4,Sin Dato,Pizza restaurant,4,17,Sin Dato,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88eb7deea8666bb1:0x95b9226b6288e7d4?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,1327 Coastal Hwy FL USA,32346,Closed ⋅ Opens 4PM,4PM,Sin Dato,PANACEA,WAKULLA,30.028251845410843,-84.39025004901546
1869,Dunkin,"Dunkin, BJ's Wholesale Club, 620 Riverside Dr, Coral Springs, FL 33071",0x88d9050fdb4baafd:0xf3ce0b5ee43c6084,Long-running chain serving signature breakfast items & a variety of coffee drinks.,"Coffee shop,Bagel shop,Bakery,Breakfast restaurant,Donut shop,Fast food restaurant,Takeout Restaurant",4,18,$,1.0,1.0,"0x88d905121aa9c1ab:0x31ea22221a6ea947,0x88d905399ddf0e43:0x5a553018501e7265,0x88d9050dfa2d794f:0x8424969df60942f2,0x88d9100aeaf46a75:0xa356cab15171d443,0x88d90f5d698949e5:0x8baa5879aa3ca683",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9050fdb4baafd:0xf3ce0b5ee43c6084?authuser=-1&hl=en&gl=us,1,1,0,0,Inactivo,BJ's Wholesale Club FL USA,33071,Sin Dato,Sin Dato,Sin Dato,POMPANO BEACH,BROWARD,26.0458239,-80.1613181
1870,Shell,"Shell, 4360 Palm Valley Rd, Ponte Vedra Beach, FL 32082",0x88e436d780423f07:0x434675133c8593d,Sin Dato,"Gas station,ATM,Convenience store,Restaurant",4,16,$$,1.0,1.0,"0x88e436d781ac9327:0x48882ff06161e96b,0x89b1a6732acee86d:0x376b85517b3efacc,0x88e44a36967d4e4b:0x97b306c4aebbe85b,0x88e5b4ed1bce84f9:0x9fa322bf07a336a6,0x88e5cb0faf83db25:0xfdcb7afbf701fd60",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e436d780423f07:0x434675133c8593d?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,4360 Palm Valley Rd FL USA,32082,Open 24 hours,Open 24 hours,Open 24 hours,PONTE VEDRA BEACH,SAINT JOHNS,30.16400333353501,-81.38604100893699
1871,Whataburger,"Whataburger, 1778 Blanding Blvd, Middleburg, FL 32068",0x88e5c30ef308d4dd:0xc88f1de2f1409b8a,"Circa-1950 fast-food chain for counter-serve burgers, some stacked with multiple patties.","Restaurant,Breakfast restaurant,Chicken restaurant,Fast food restaurant,Hamburger restaurant,Takeout Restaurant",3,25,Sin Dato,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5c30ef308d4dd:0xc88f1de2f1409b8a?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,1778 Blanding Blvd FL USA,32068,Open 24 hours,Open 24 hours,Open 24 hours,MIDDLEBURG,CLAY,30.287708988508573,-81.72425790071708
