name,address,latitude,longitude,category,avg_rating,num_of_reviews,url,restaurant,bakery,dessert,pastry,closed,zip,st
Tasty Pot,"Tasty Pot, 9802 Baymeadows Rd, Jacksonville, FL 32256",30.21875,-81.5625,Hot pot restaurant,4,78,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5cba631c4190f:0x12f1aed3c04d667d?authuser=-1&hl=en&gl=us,1,0,0,0,0,32256,FL
China Star,"China Star, 3307 W University Ave, Gainesville, FL 32607",29.65625,-82.375,Chinese restaurantAsian restaurant,3,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e8a35ceb5d98d5:0x8cba5c1033a905d1?authuser=-1&hl=en&gl=us,1,0,0,0,1,32607,FL
Wing Zone,"Wing Zone, 19062 Bruce B Downs Blvd, Tampa, FL 33647",28.140625,-82.375,Restaurant,4,28,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2b71ad8bf625b:0x981ccabff4ba8234?authuser=-1&hl=en&gl=us,1,0,0,0,1,33647,FL
Aunt M,"Aunt M, 2000 FL-16, Green Cove Springs, FL 32043",29.984375,-81.6875,RestaurantDeli,4,7,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5d9f478b18661:0x70b0e532fafc11a7?authuser=-1&hl=en&gl=us,1,0,0,0,1,32043,FL
Shell,"Shell, 643 N, US-17, Palatka, FL 32177",29.71875,-81.6875,Gas stationATMConvenience storeRestaurant,4,7,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e67acd8cae3e45:0x57e29384338ddad5?authuser=-1&hl=en&gl=us,1,0,0,0,0,32177,FL
Chipotle,"Chipotle, 1780 N Congress Ave, Boynton Beach, FL 33426",26.546875,-80.0625,Restaurant,3,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d8df389c0c58d1:0xe7b783ad402346d8?authuser=-1&hl=en&gl=us,1,0,0,0,1,33426,FL
Tropical Smoothie Cafe,"Tropical Smoothie Cafe, 45 W Mitchell Hammock Rd #1351, Oviedo, FL 32765",28.65625,-81.1875,RestaurantJuice shop,4,26,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e76963abdc13bd:0x6f153d2e495d7518?authuser=-1&hl=en&gl=us,1,0,0,0,0,32765,FL
Asian Chao,"Asian Chao, 801 N Congress Ave, Boynton Beach, FL 33426",26.53125,-80.125,Chinese restaurant,3,14,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d8d8ab55bd0b43:0xd5752576eb5990d6?authuser=-1&hl=en&gl=us,1,0,0,0,0,33426,FL
Shell,"Shell, 4140 E 25th St E, FL-46, Sanford, FL 32771",28.78125,-81.1875,Gas stationATMConvenience storeRestaurant,2,4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e714e140e7a93f:0x8df02f576db3039b?authuser=-1&hl=en&gl=us,1,0,0,0,0,32771,FL
J. Gumbo's,"J. Gumbo's, 9940 NW 6th Ct, Pembroke Pines, FL 33024",26.015625,-80.25,Cajun restaurant,4,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9a61ddf284bcd:0xf3a3b405c88597a6?authuser=-1&hl=en&gl=us,1,0,0,0,1,33024,FL
Jimmy John's,"Jimmy John's, 2770 SW 27th Ave, Miami, FL 33133",25.734375,-80.25,Sandwich shopCatererDelivery RestaurantRestaurant,4,16,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b7b69c5aa65f:0xd39124ed28442ec4?authuser=-1&hl=en&gl=us,1,0,0,0,1,33133,FL
Domino's Pizza,"Domino's Pizza, 1702 N 50th St, Tampa, FL 33619",27.953125,-82.375,Restaurant,2,45,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c53f72326363:0x3c1757df8ff1d695?authuser=-1&hl=en&gl=us,1,0,0,0,0,33619,FL
Town Star,"Town Star, 940 S Main St, Belle Glade, FL 33430",26.671875,-80.6875,Fast food restaurant,4,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d95a8168bbf82b:0x43b12b48be2b4bae?authuser=-1&hl=en&gl=us,1,0,0,0,0,33430,FL
Olive Garden Italian Restaurant,"Olive Garden Italian Restaurant, 8065 Osceola Polk Line Rd, Davenport, FL 33896",28.265625,-81.625,Italian restaurantCatererFamily restaurantGluten-free restaurantTakeout RestaurantMediterranean restaurantSeafood restaurantSoup restaurantWine bar,4,76,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd7b02dd06f4d7:0x4d8f067ec1306a2c?authuser=-1&hl=en&gl=us,1,0,0,0,0,33896,FL
Tropical Smoothie Cafe,"Tropical Smoothie Cafe, 1093 N Collier Blvd, Marco Island, FL 34145",25.953125,-81.75,RestaurantJuice shop,4,28,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88daef567e2d63d7:0xbc00f3062cc806a7?authuser=-1&hl=en&gl=us,1,0,0,0,0,34145,FL
Local Provisions,"Local Provisions, 13005 SW 1 Rd #129, Newberry, FL 32669",29.65625,-82.5,Restaurant,4,34,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e8bf81587d490f:0x3bf78090a58922d1?authuser=-1&hl=en&gl=us,1,0,0,0,0,32669,FL
Giardino Gourmet Salads,"Giardino Gourmet Salads, 1527 N Federal Hwy, Fort Lauderdale, FL 33304",26.140625,-80.125,RestaurantCatering food and drink supplierTakeout RestaurantSalad shopSandwich shopSoup restaurant,4,48,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d901c07fbad901:0x2b73b175998220ec?authuser=-1&hl=en&gl=us,1,0,0,0,1,33304,FL
Dunkin,"Dunkin, Bjs Wholesale Club, 4000 Oakwood Blvd, Hollywood, FL 33020",26.046875,-80.1875,Coffee shopBagel shopBakeryBreakfast restaurantDonut shopFast food restaurantTakeout Restaurant,4,5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9ab463ceb0fc9:0x35a19cae155c787b?authuser=-1&hl=en&gl=us,1,1,0,0,1,33020,FL
Domino's Pizza,"Domino's Pizza, 5769 NW 7th St Ste 22, Miami, FL 33126",25.78125,-80.3125,Pizza deliveryDelivery RestaurantTakeout RestaurantPizza restaurantPizza Takeout,2,27,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b9847fc1d547:0xa69a99b892a3615d?authuser=-1&hl=en&gl=us,1,0,0,0,0,33126,FL
Red Crab - Juicy Seafood,"Red Crab - Juicy Seafood, 60 Garden St S, Palm Coast, FL 32137",29.546875,-81.25,Seafood restaurant,4,28,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e695593192b1e1:0xb62567596de79209?authuser=-1&hl=en&gl=us,1,0,0,0,0,32137,FL
Subway,"Subway, 14670 Duval Rd, Jacksonville, FL 32218",30.484375,-81.625,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,3,48,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5ae52d5897dc5:0x80a1683a82516f83?authuser=-1&hl=en&gl=us,1,0,0,0,0,32218,FL
TGI Fridays,"TGI Fridays, 1800 Sand Lake Rd, Orlando, FL 32809",28.453125,-81.375,RestaurantAmerican restaurantBarBar & grillTakeout Restaurant,3,55,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77c4ae5b900c9:0xdeebda0dd47c1a7f?authuser=-1&hl=en&gl=us,1,0,0,0,1,32809,FL
Shell,"Shell, 9143 Baymeadows Rd, Jacksonville, FL 32256",30.21875,-81.5625,Gas stationATMCar washConvenience storeRestaurant,3,28,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5ca506f805547:0x9c68f47e2ae067e?authuser=-1&hl=en&gl=us,1,0,0,0,0,32256,FL
The Vault,"The Vault, 200 S Alcaniz St, Pensacola, FL 32502",30.40625,-87.1875,RestaurantBar,4,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8890c0b3d26b459b:0x59b8b8dc0cd84a3?authuser=-1&hl=en&gl=us,1,0,0,0,1,32502,FL
Taco Bell,"Taco Bell, International Airport, Miami, FL 33126",25.796875,-80.25,Restaurant,3,16,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b9e2e5d1329d:0x614e7fdf2452832?authuser=-1&hl=en&gl=us,1,0,0,0,0,33126,FL
La Villa Bakery,"La Villa Bakery, 945 FL-436, Altamonte Springs, FL 32714",28.671875,-81.4375,BakeryColombian restaurantLatin American restaurantRestaurant,4,17,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e771a1978136f7:0x245e21b53d983e0f?authuser=-1&hl=en&gl=us,1,1,0,0,0,32714,FL
Token Ramen & Kung Fu Tea,"Token Ramen & Kung Fu Tea, 5085 34th St S, St. Petersburg, FL 33711",27.71875,-82.6875,Restaurant,3,58,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c31d9c452c730b:0xcb0dd4d2cb135545?authuser=-1&hl=en&gl=us,1,0,0,0,0,33711,FL
Island Vibes,"Island Vibes, 351 W Bay Dr, Largo, FL 33770",27.921875,-82.8125,Restaurant,3,15,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2fa7118505713:0x568df7a2000eee4f?authuser=-1&hl=en&gl=us,1,0,0,0,1,33770,FL
Burger King,"Burger King, 11200 SW 8th St, Miami, FL 33199",25.75,-80.375,Fast food restaurant,3,25,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9bf2d1b8eb2d7:0x2a4c178908a06b67?authuser=-1&hl=en&gl=us,1,0,0,0,1,33199,FL
Wendy's,"Wendy's, 4095 Haverhill Rd, West Palm Beach, FL 33417",26.734375,-80.125,Fast food restaurantHamburger restaurantRestaurant,3,2,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d92a1f1bba7bff:0x8a11357ed77af3e7?authuser=-1&hl=en&gl=us,1,0,0,0,1,33417,FL
The Morrison,"The Morrison, 936 S Howard Ave, Tampa, FL 33606",27.9375,-82.5,Apartment buildingCoffee shopPilates studioRestaurant,4,26,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c366eed9387d:0x5aba6e6db2ba935d?authuser=-1&hl=en&gl=us,1,0,0,0,0,33606,FL
Chick-fil-A,"Chick-fil-A, 9409 US-19 #617, Port Richey, FL 34668",28.296875,-82.6875,Fast food restaurantCatererChicken restaurantSandwich shop,3,16,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c29aa022715575:0xa1dfe8afe76293eb?authuser=-1&hl=en&gl=us,1,0,0,0,1,34668,FL
Dunkin',"Dunkin', 9935 State Rd 52, Hudson, FL 34669",28.328125,-82.625,Coffee shopBagel shopBakeryBreakfast restaurantDonut shopEspresso barFast food restaurantPastry shopSandwich shop,3,25,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c29a2a441ef5d9:0x2da8e2a5f64dc283?authuser=-1&hl=en&gl=us,1,1,0,1,1,34669,FL
Pretzel Twister,"Pretzel Twister, 1992 9th St N, Naples, FL 34102",26.171875,-81.8125,Bakery,4,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dae1e9cb9cca3f:0xf82c44dc9a6299aa?authuser=-1&hl=en&gl=us,0,1,0,0,0,34102,FL
SUBWAY®Restaurants,"SUBWAY®Restaurants, 12200 Menta St #106, Orlando, FL 32837",28.390625,-81.4375,RestaurantCatererFast food restaurantSandwich shop,4,58,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd874ea75ea013:0xec58d1bcfdfc9f51?authuser=-1&hl=en&gl=us,1,0,0,0,1,32837,FL
Dim Sum,"Dim Sum, 6532 Carrier Dr, Orlando, FL 32819",28.453125,-81.5,Restaurant,3,13,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77efe46f44f09:0xd0cc6aaa5ca2e2bc?authuser=-1&hl=en&gl=us,1,0,0,0,1,32819,FL
New China Restaurant,"New China Restaurant, 1000 W Tharpe St, Tallahassee, FL 32303",30.46875,-84.3125,Chinese restaurant,4,38,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88ecf5e6f06db1b3:0xe3ee052ec79d6709?authuser=-1&hl=en&gl=us,1,0,0,0,0,32303,FL
KFC,"KFC, 2209 N Young Blvd, Chiefland, FL 32626",29.5,-82.875,Chicken restaurantRestaurant,3,5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e8e22974210a7f:0xb214f62730b63f63?authuser=-1&hl=en&gl=us,1,0,0,0,1,32626,FL
Carmel Kitchen & Wine Bar,"Carmel Kitchen & Wine Bar, 985 N State Rd 434, Altamonte Springs, FL 32714",28.6875,-81.4375,RestaurantBar,3,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e773fd0e1da3eb:0x2ef6bd98ed51bd4e?authuser=-1&hl=en&gl=us,1,0,0,0,1,32714,FL
Cinnabon,"Cinnabon, 3312 NW Federal Hwy, Jensen Beach, FL 34957",27.234375,-80.25,Bakery,3,14,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dee7d98d8288e9:0x21f4d7ddd5dceacf?authuser=-1&hl=en&gl=us,0,1,0,0,1,34957,FL
Shell,"Shell, 1080 Pasadena Ave S, South Pasadena, FL 33707",27.765625,-82.75,Gas stationATMCar washConvenience storeRestaurant,3,26,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2fd353ba4d4fb:0xe68404cfadcecab1?authuser=-1&hl=en&gl=us,1,0,0,0,0,33707,FL
Subway,"Subway, 1005 W Sugarland Hwy, Clewiston, FL 33440",26.75,-80.9375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,4,16,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dbfa4e7321d1ab:0xf92ca09a131ec1dd?authuser=-1&hl=en&gl=us,1,0,0,0,0,33440,FL
Apple Annie's,"Apple Annie's, 130 E Government St, Pensacola, FL 32502",30.40625,-87.1875,BallroomBanquet hallBarFunction room facilityRestaurant,4,16,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8890c0ad9813455f:0xa607d8d89ddefa39?authuser=-1&hl=en&gl=us,1,0,0,0,1,32502,FL
Subway,"Subway, 4021 Lagniappe Way, Tallahassee, FL 32301",30.453125,-84.1875,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,3,38,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88ec5eef7ead7877:0xe23d561a5de47390?authuser=-1&hl=en&gl=us,1,0,0,0,0,32301,FL
Crab Island Café,"Crab Island Café, 573 Santa Rosa Blvd, Fort Walton Beach, FL 32548",30.390625,-86.625,CafeRestaurant,3,28,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88913f2c17061209:0x28137ea5d4a49cda?authuser=-1&hl=en&gl=us,1,0,0,0,0,32548,FL
MANDARIN EXPRESS,"MANDARIN EXPRESS, 1675 W 49th St Space #FC02, Hialeah, FL 33012",25.875,-80.3125,Chinese restaurantCafe,3,6,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9bafc8f0390e9:0x7b2de48b75e3ae60?authuser=-1&hl=en&gl=us,1,0,0,0,1,33012,FL
Pizza Hut Express,"Pizza Hut Express, 716 US-441, Lady Lake, FL 32159",28.9375,-81.9375,Pizza restaurantTakeout Restaurant,3,38,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7c68fd1b929f5:0xfafdc33699ab4297?authuser=-1&hl=en&gl=us,1,0,0,0,1,32159,FL
Taco Libre,"Taco Libre, 1525 W Tharpe St, Tallahassee, FL 32303",30.46875,-84.3125,Taco restaurantRestaurant,4,28,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88ecf44d50eda5cb:0x3b4d8edaf05c53d0?authuser=-1&hl=en&gl=us,1,0,0,0,1,32303,FL
Circle K,"Circle K, 3430 Wedgewood Ln, Lady Lake, FL 32162",28.921875,-82.0,Gas stationATMCar washConvenience storeRestaurant,4,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7c4ec8f1d6d79:0x637c31dc7d487297?authuser=-1&hl=en&gl=us,1,0,0,0,0,32162,FL
Blend,"Blend, 14441 Woodsong Ln, Fort Myers, FL 33908",26.5,-82.0,American restaurant,4,5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db390de7ec26a9:0x9e95fa14245975e8?authuser=-1&hl=en&gl=us,1,0,0,0,0,33908,FL
Signature India,"Signature India, 11352 S Orange Blossom Trl, Orlando, FL 32837",28.40625,-81.375,Indian restaurantAsian fusion restaurantHalal restaurantDelivery Restaurant,4,218,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd87a681cb12db:0x4a336072857fb551?authuser=-1&hl=en&gl=us,1,0,0,0,1,32837,FL
Taco Bell,"Taco Bell, 813 Eagle Ridge Dr, Lake Wales, FL 33859",27.953125,-81.625,Tex-Mex restaurantBreakfast restaurantBurrito restaurantFast food restaurantLunch restaurantTakeout RestaurantMexican restaurantRestaurantTaco restaurantVegetarian restaurant,2,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd0c1cb3cce79f:0x5f1eedf9dcb2b14e?authuser=-1&hl=en&gl=us,1,0,0,0,0,33859,FL
Chipotle Mexican Grill,"Chipotle Mexican Grill, 463913 E State Rd 200, Yulee, FL 32097",30.625,-81.5625,Mexican restaurant,3,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e501e436356ec3:0x69b2cd56f0c6ac88?authuser=-1&hl=en&gl=us,1,0,0,0,0,32097,FL
Grill Depot,"Grill Depot, 392 N Hathaway Ave, Bronson, FL 32621",29.453125,-82.625,American restaurant,1,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e8ec2cbe4ec8e3:0x1365725d33f82934?authuser=-1&hl=en&gl=us,1,0,0,0,1,32621,FL
Acapulco Mexican Restaurant,"Acapulco Mexican Restaurant, 12 Avenida Menendez, St. Augustine, FL 32084",29.890625,-81.3125,Restaurant,3,25,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e427bdf73cc991:0x49fb1ec645538b3?authuser=-1&hl=en&gl=us,1,0,0,0,1,32084,FL
The Cave,"The Cave, 5650 Stirling Rd #28, Hollywood, FL 33021",26.046875,-80.1875,RestaurantBar,4,48,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9a9807ccdb6e5:0xba2bfae1a79c6a7d?authuser=-1&hl=en&gl=us,1,0,0,0,0,33021,FL
Chinese Kitchen Restaurant,"Chinese Kitchen Restaurant, 3940 Metro Pkwy, Fort Myers, FL 33916",26.609375,-81.875,Chinese restaurant,4,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db6a89446e10d3:0x6f2df44ca354f59e?authuser=-1&hl=en&gl=us,1,0,0,0,1,33916,FL
Tacos,"Tacos, 14695 SW 216th St, Miami, FL 33170",25.5625,-80.4375,Taco restaurant,4,7,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9c2eb95e33af3:0xd4246c8deef40719?authuser=-1&hl=en&gl=us,1,0,0,0,0,33170,FL
Topgolf,"Topgolf, 2021 Topgolf Way, Fort Myers, FL 33913",26.609375,-81.8125,Restaurant,4,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db6b2cd42eb6f9:0x895f3a2f32563977?authuser=-1&hl=en&gl=us,1,0,0,0,1,33913,FL
Subway,"Subway, 777 E Merritt Island Causeway, Merritt Island, FL 32952",28.359375,-80.6875,Sandwich shopFast food restaurantTakeout RestaurantRestaurant,3,16,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e0a9d63a7add11:0xa012b39d0d85c2f9?authuser=-1&hl=en&gl=us,1,0,0,0,1,32952,FL
Pizza Barn,"Pizza Barn, 5030 Seminole Pratt Whitney Rd, Loxahatchee, FL 33470",26.75,-80.3125,Pizza restaurant,3,58,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d932267fe13201:0x7d0bb01be7f47d4c?authuser=-1&hl=en&gl=us,1,0,0,0,1,33470,FL
Beef 'O' Brady's,"Beef 'O' Brady's, 9311 N 56th St, Temple Terrace, FL 33617",28.03125,-82.375,Family restaurantSports bar,3,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c62930b3a73f:0xa8404d91cd55dc87?authuser=-1&hl=en&gl=us,1,0,0,0,1,33617,FL
The Café at Books & Books,"The Café at Books & Books, 265 Aragon Ave #5008, Coral Gables, FL 33134",25.75,-80.25,CafeCoffee shopLive music barLunch restaurantWine bar,4,68,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b799f85fb11d:0x4abca2874c3c557a?authuser=-1&hl=en&gl=us,1,0,0,0,0,33134,FL
Ruby Tuesday,"Ruby Tuesday, 8201 S Tamiami Trail, Sarasota, FL 34238",27.234375,-82.5,American restaurantBarEuropean restaurantRestaurant,2,28,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c343ea64425ca3:0x2a024d37c4e68cc9?authuser=-1&hl=en&gl=us,1,0,0,0,1,34238,FL
Pit Stop Diner,"Pit Stop Diner, 13227 US-19, Hudson, FL 34667",28.34375,-82.6875,Restaurant,3,3,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c29b0f7f51d931:0xeb07534ab9b98db3?authuser=-1&hl=en&gl=us,1,0,0,0,1,34667,FL
Bimbo Bakeries USA,"Bimbo Bakeries USA, 15081 US-441, Summerfield, FL 34491",29.0,-82.0,Wholesale bakeryBakery,4,56,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7c5845ff2ed41:0x18decc153f124ca4?authuser=-1&hl=en&gl=us,0,1,0,0,0,34491,FL
Papa Murphy's Take 'N' Bake Pizza,"Papa Murphy's Take 'N' Bake Pizza, 13159 South US 301, Riverview, FL 33578",27.796875,-82.3125,Pizza restaurantPizza Takeout,3,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2d6d025575ca9:0x86a727ebc05c6bd8?authuser=-1&hl=en&gl=us,1,0,0,0,1,33578,FL
Hungry Howie's Pizza,"Hungry Howie's Pizza, 4506 McIntosh Rd, Dover, FL 33527",28.015625,-82.25,Pizza restaurant,4,24,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2cb8f6c52775d:0x51bedf1e40789d22?authuser=-1&hl=en&gl=us,1,0,0,0,0,33527,FL
Dunkin' Donuts,"Dunkin' Donuts, 3611 W Bearss Ave, Tampa, FL 33618",28.078125,-82.5,Donut shopBagel shopBakeryBreakfast restaurantCoffee shopEspresso barFast food restaurantPastry shopSandwich shop,5,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c0999a6c34b1:0x9ecb8afa607c93e0?authuser=-1&hl=en&gl=us,1,1,0,1,1,33618,FL
Punta Cana Restaurant,"Punta Cana Restaurant, 105 US-301 Suite 126 b, Tampa, FL 33619",27.953125,-82.375,Restaurant,3,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2cf517fa2e3a5:0xb457539d472d84ba?authuser=-1&hl=en&gl=us,1,0,0,0,0,33619,FL
Subway,"Subway, 12555 W Sunrise Blvd, Sunrise, FL 33323",26.140625,-80.3125,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,3,76,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d908fc3fb2bfa3:0xc70991f26b1d9c65?authuser=-1&hl=en&gl=us,1,0,0,0,0,33323,FL
SUBWAY®Restaurants,"SUBWAY®Restaurants, 3101 PGA Boulevard L-221, Palm Beach Gardens, FL 33410",26.84375,-80.0625,RestaurantCatererFast food restaurantSandwich shop,3,5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88df2a97e5e9b855:0x33e74f0717afd303?authuser=-1&hl=en&gl=us,1,0,0,0,1,33410,FL
Wawa,"Wawa, 260 Prima Vista Blvd, Port St. Lucie, FL 34983",27.3125,-80.3125,Convenience storeBreakfast restaurantCafeCandy storeCheesesteak restaurantCoffee shopFast food restaurantGas stationHoagie restaurantSandwich shop,3,67,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88deef0722d1bea1:0x959cc49c70cd6fa3?authuser=-1&hl=en&gl=us,1,0,0,0,0,34983,FL
Pita's Republic,"Pita's Republic, 805 E Bloomingdale Ave, Brandon, FL 33511",27.890625,-82.25,Restaurant,4,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2d277ba4a4283:0x5d262f6d116f1b77?authuser=-1&hl=en&gl=us,1,0,0,0,1,33511,FL
Thorntons,"Thorntons, 9979 Progress Blvd, Riverview, FL 33578",27.890625,-82.3125,Convenience storeATMBreakfast restaurantCoffee shopDonut shopGas stationLiquor storeLottery retailerSandwich shopSoft drinks shop,2,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2d1d6ca076bff:0xa1a297a12d464f72?authuser=-1&hl=en&gl=us,1,0,0,0,0,33578,FL
Bites,"Bites, 280 Vanderbilt Beach Rd, Naples, FL 34108",26.25,-81.8125,American restaurantLoungeRestaurantTapas barTapas restaurant,4,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db1ee192147d8b:0x22e4667b1d474c91?authuser=-1&hl=en&gl=us,1,0,0,0,0,34108,FL
3Natives,"3Natives, 6671 W Indiantown Rd #51, Jupiter, FL 33458",26.9375,-80.125,Health food restaurantCafeJuice shopSandwich shop,4,74,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88ded74449b67443:0x6f5ce881bf9883d0?authuser=-1&hl=en&gl=us,1,0,0,0,0,33458,FL
Subway,"Subway, 10571 US-301, Wildwood, FL 34785",28.90625,-82.0625,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,3,28,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7c355bc4c6607:0xd06cd8a62732a180?authuser=-1&hl=en&gl=us,1,0,0,0,0,34785,FL
La Placita,"La Placita, 1012 S 6th Ave, Wauchula, FL 33873",27.53125,-81.8125,Mexican restaurant,4,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dce65a5778c48d:0x50b95eb8e227d06c?authuser=-1&hl=en&gl=us,1,0,0,0,1,33873,FL
Veg'n Out,"Veg'n Out, 6982 Lake Nona Blvd #104, Orlando, FL 32827",28.375,-81.25,RestaurantJuice shopSalad shopSoup shopVegan restaurant,4,38,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd8988a5d34b77:0x5bf17e5c9aef1e7e?authuser=-1&hl=en&gl=us,1,0,0,0,0,32827,FL
Kona Poké,"Kona Poké, 1312 Wilfred Dr, Orlando, FL 32803",28.5625,-81.375,Restaurant,5,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77bc53defea8d:0x67395002360d3b4b?authuser=-1&hl=en&gl=us,1,0,0,0,1,32803,FL
Subway,"Subway, 3000 Moncrief Rd Unit 1, Jacksonville, FL 32209",30.359375,-81.6875,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,3,38,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5b0b49bda8b3f:0x7aa6bf88b25b2118?authuser=-1&hl=en&gl=us,1,0,0,0,0,32209,FL
Under Wraps,"Under Wraps, 2415 N Monroe St, Tallahassee, FL 32303",30.46875,-84.3125,RestaurantDeliTakeout RestaurantSandwich shop,5,7,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88ecf5ea6f588633:0x457da9b0cb9528fc?authuser=-1&hl=en&gl=us,1,0,0,0,1,32303,FL
Maverick Grille,"Maverick Grille, 1402 Del Prado Blvd S Unit 104, Cape Coral, FL 33990",26.65625,-81.9375,RestaurantGrillChicken restaurantGyro restaurantSteak house,4,14,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db4162afddab51:0xd5f82c36d08b77d4?authuser=-1&hl=en&gl=us,1,0,0,0,1,33990,FL
Comida peruana,"Comida peruana, 4446 Weston Rd, Davie, FL 33331",26.0625,-80.375,Restaurant,5,2,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9a7e0e74ddfdb:0xabd32f8145d1adea?authuser=-1&hl=en&gl=us,1,0,0,0,1,33331,FL
